SESSION START,NAME,SCENARIO,SESSION ID#,ACTION TIMESTAMP (SECS AFTER START),ACTION TITLE
30/08/2023 10:57,Paeds Account 13,"Katy, Seizure, A-E Assessment [SNP004UK]",314430,609,70 - 120 bpm
30/08/2023 10:57,Paeds Account 13,"Katy, Seizure, A-E Assessment [SNP004UK]",314430,609,yes
30/08/2023 10:57,Paeds Account 13,"Katy, Seizure, A-E Assessment [SNP004UK]",314430,625,central nervous system
30/08/2023 10:58,Paeds Account 13,"Katy, Seizure, A-E Assessment [SNP004UK]",314430,675,ask for urine dip and culture
30/08/2023 10:58,Paeds Account 13,"Katy, Seizure, A-E Assessment [SNP004UK]",314430,689,take blood cultures
30/08/2023 10:59,Paeds Account 13,"Katy, Seizure, A-E Assessment [SNP004UK]",314430,747,suction patient's airway
30/08/2023 10:59,Paeds Account 13,"Katy, Seizure, A-E Assessment [SNP004UK]",314430,774,leave scenario
30/08/2023 10:48,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,0,start scenario
30/08/2023 10:49,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,44,introduce yourself
30/08/2023 10:49,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,55,presenting complaint
30/08/2023 10:49,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,60,history of presenting complaint
30/08/2023 10:49,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,64,past medical history
30/08/2023 10:49,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,70,vaccination history
30/08/2023 10:49,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,72,prescribed medications
30/08/2023 10:49,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,76,allergies
30/08/2023 10:50,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,136,wash hands and apply ppe
30/08/2023 10:50,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,142,ask consent to examine sam
30/08/2023 10:51,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,144,introduce yourself
30/08/2023 10:51,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,177,look in patient's mouth with a tongue depressor
30/08/2023 10:51,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,198,observe respiratory rate and signs of respiratory distress
30/08/2023 10:52,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,228,measure oxygen saturations & heart rate
30/08/2023 10:52,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,236,provide reassurance
30/08/2023 10:52,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,248,auscultate lungs
30/08/2023 10:53,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,282,nasal cannulae (4 l/min)
30/08/2023 10:53,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,307,non-rebreather mask (15 l/min)
30/08/2023 10:54,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,334,measure blood pressure
30/08/2023 10:54,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,347,check temperature (tympanic)
30/08/2023 10:55,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,439,situation option 1
30/08/2023 10:55,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,439,situation option 2
30/08/2023 10:55,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,439,situation option 4
30/08/2023 10:55,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,439,background option 1
30/08/2023 10:55,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,439,background option 2
30/08/2023 10:55,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,439,background option 3
30/08/2023 10:55,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,439,assessment option 2
30/08/2023 10:55,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,439,assessment option 3
30/08/2023 10:55,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,439,assessment option 4
30/08/2023 10:55,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,439,assessment option 5
30/08/2023 10:55,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,439,recommendation option 4
30/08/2023 10:56,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,463,take pulse (central)
30/08/2023 10:56,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,494,capillary refill time (central)
30/08/2023 10:57,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,534,insert iv access and take bloods
30/08/2023 10:57,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,549,update carer
30/08/2023 10:58,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,578,normal
30/08/2023 10:58,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,578,> 30 breaths per min
30/08/2023 10:58,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,578,severe / moderate
30/08/2023 10:58,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,578,sp o2 >95% with oxygen
30/08/2023 10:58,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,578,> 120 bpm
30/08/2023 10:58,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,578,yes
30/08/2023 10:58,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,588,20ml/kg 0.9% saline iv stat (max 500ml)
30/08/2023 10:58,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,594,fluid prescription chart
30/08/2023 10:58,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,601,20ml/kg 0.9% saline iv stat (max 500ml)
30/08/2023 10:58,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,621,check upper body
30/08/2023 10:59,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,662,take blood cultures
30/08/2023 10:59,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,672,check lower body
30/08/2023 11:00,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,701,assess consciousness level (avpu)
30/08/2023 11:01,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,765,ask for urine dip and culture
30/08/2023 11:01,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,787,ask for urine output monitoring
30/08/2023 11:02,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,844,metformin
30/08/2023 11:02,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,844,gliclazide
30/08/2023 11:02,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,844,insulin
30/08/2023 11:02,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,844,"duration of admission, with blood monitoring post discharge"
30/08/2023 11:02,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,844,6 months
30/08/2023 11:02,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,844,12 months
30/08/2023 11:02,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,844,day team on ward
30/08/2023 11:02,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,844,junior colleagues
30/08/2023 11:02,Paeds Account 9,"Sam, Pneumonia A-E Assessment [SNP011UK]",314432,857,leave scenario
30/08/2023 10:50,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,0,start scenario
30/08/2023 10:50,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,41,introduce yourself
30/08/2023 10:51,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,55,introduce yourself
30/08/2023 10:51,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,82,presenting complaint
30/08/2023 10:51,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,92,history of presenting complaint
30/08/2023 10:51,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,100,time triggered seizure
30/08/2023 10:52,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,143,paediatric seizure guidelines
30/08/2023 10:52,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,159,non-rebreather mask (15 l/min)
30/08/2023 10:52,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,165,paediatric seizure guidelines
30/08/2023 10:53,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,184,measure oxygen saturations & heart rate
30/08/2023 10:53,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,202,paediatric seizure guidelines
30/08/2023 10:53,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,206,check capillary blood glucose
30/08/2023 10:53,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,225,paediatric seizure guidelines
30/08/2023 10:54,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,247,allergies
30/08/2023 10:54,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,259,past medical history
30/08/2023 10:54,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,276,check temperature (tympanic)
30/08/2023 10:56,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,371,midazolam 0.5mg/ kg buccal (over 1 month) (max 2.5mg per dose up to 2 months)
30/08/2023 10:56,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,379,auscultate lungs
30/08/2023 10:56,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,380,end of time triggered seizure
30/08/2023 10:57,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,410,check upper body
30/08/2023 10:57,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,445,check lower body
30/08/2023 10:57,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,459,check temperature (tympanic)
30/08/2023 10:58,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,472,measure blood pressure
30/08/2023 10:58,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,487,update carer
30/08/2023 10:58,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,502,take pulse (central)
30/08/2023 10:58,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,527,auscultate heart sounds
30/08/2023 10:59,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,566,capillary refill time (central)
30/08/2023 11:00,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,599,observe respiratory rate and signs of respiratory distress
30/08/2023 11:00,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,642,normal
30/08/2023 11:00,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,642,20 - 30 breaths per min
30/08/2023 11:00,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,642,mild / none
30/08/2023 11:00,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,642,sp o2 <95% in air and/or receiving oxygen
30/08/2023 11:00,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,642,70 - 120 bpm
30/08/2023 11:00,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,642,yes
30/08/2023 11:01,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,662,abdominal exam
30/08/2023 11:01,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,684,assess consciousness level (avpu)
30/08/2023 11:01,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,705,check pupils
30/08/2023 11:02,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,749,medical history
30/08/2023 11:02,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,758,medication list
30/08/2023 11:03,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,793,update on clinical plan
30/08/2023 11:03,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,822,insert iv access and take bloods
30/08/2023 11:04,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,865,examine throat
30/08/2023 11:05,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,896,paracetamol 15 mg/ kg ivi (child body weight 10 - 50 kg)
30/08/2023 11:05,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,948,situation option 1
30/08/2023 11:05,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,948,situation option 2
30/08/2023 11:05,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,948,situation option 4
30/08/2023 11:05,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,948,background option 1
30/08/2023 11:05,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,948,background option 2
30/08/2023 11:05,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,948,background option 4
30/08/2023 11:05,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,948,assessment option 5
30/08/2023 11:05,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,948,recommendation option 4
30/08/2023 11:06,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,951,wash hands and apply ppe
30/08/2023 11:06,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,990,do you have any questions?
30/08/2023 11:06,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,996,update carer
30/08/2023 11:07,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,1036,check capillary blood glucose
30/08/2023 11:07,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,1051,check temperature (tympanic)
30/08/2023 11:07,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,1068,repeat blood pressure
30/08/2023 11:08,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,1071,repeat blood pressure
30/08/2023 11:08,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,1083,ask for tips
30/08/2023 11:08,Paeds Account 10,"Katy, Seizure, A-E Assessment [SNP004UK]",314434,1100,leave scenario
30/08/2023 11:07,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,0,start scenario
30/08/2023 11:08,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,40,introduce yourself
30/08/2023 11:08,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,46,introduce yourself
30/08/2023 11:08,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,67,how are you feeling?
30/08/2023 11:08,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,79,presenting complaint
30/08/2023 11:08,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,86,history of presenting complaint
30/08/2023 11:09,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,100,time triggered seizure
30/08/2023 11:09,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,141,provide reassurance
30/08/2023 11:09,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,148,check for hazards
30/08/2023 11:10,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,173,provide reassurance
30/08/2023 11:10,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,180,past medical history
30/08/2023 11:11,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,225,ask for tips
30/08/2023 11:11,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,232,non-rebreather mask (15 l/min)
30/08/2023 11:11,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,244,measure blood pressure
30/08/2023 11:11,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,246,check temperature (tympanic)
30/08/2023 11:11,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,261,prescribed medications
30/08/2023 11:12,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,277,allergies
30/08/2023 11:12,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,287,check temperature (tympanic)
30/08/2023 11:12,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,293,provide reassurance
30/08/2023 11:12,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,326,measure oxygen saturations & heart rate
30/08/2023 11:13,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,373,repeat blood pressure
30/08/2023 11:13,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,380,end of time triggered seizure
30/08/2023 11:14,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,439,situation option 1
30/08/2023 11:14,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,439,situation option 2
30/08/2023 11:14,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,439,situation option 4
30/08/2023 11:14,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,439,background option 1
30/08/2023 11:14,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,439,background option 2
30/08/2023 11:14,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,439,background option 4
30/08/2023 11:14,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,439,assessment option 5
30/08/2023 11:14,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,439,recommendation option 4
30/08/2023 11:15,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,457,check capillary blood glucose
30/08/2023 11:16,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,514,insert iv access and take bloods
30/08/2023 11:16,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,519,provide reassurance
30/08/2023 11:16,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,524,update carer
30/08/2023 11:16,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,557,do you have any questions?
30/08/2023 11:16,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,564,offer a patient information leaflet
30/08/2023 11:17,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,579,provide reassurance
30/08/2023 11:17,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,585,how are you feeling?
30/08/2023 11:17,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,593,check temperature (tympanic)
30/08/2023 11:17,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,607,update patient
30/08/2023 11:17,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,614,do you have any questions?
30/08/2023 11:18,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,645,ask for tips
30/08/2023 11:18,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,662,observe respiratory rate and signs of respiratory distress
30/08/2023 11:19,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,710,decreased
30/08/2023 11:19,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,710,20 - 30 breaths per min
30/08/2023 11:19,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,710,mild / none
30/08/2023 11:19,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,710,sp o2 >95% in air
30/08/2023 11:19,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,710,70 - 120 bpm
30/08/2023 11:19,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,710,yes
30/08/2023 11:19,Paeds Account 7,"Katy, Seizure, A-E Assessment [SNP004UK]",314438,726,leave scenario
30/08/2023 11:08,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,0,start scenario
30/08/2023 11:09,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,42,introduce yourself
30/08/2023 11:09,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,51,presenting complaint
30/08/2023 11:09,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,60,ask about pain
30/08/2023 11:09,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,68,history of presenting complaint
30/08/2023 11:09,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,71,past medical history
30/08/2023 11:09,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,73,allergies
30/08/2023 11:10,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,81,introduce yourself
30/08/2023 11:10,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,90,ask for cardiac monitoring
30/08/2023 11:10,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,103,measure oxygen saturations & heart rate
30/08/2023 11:10,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,105,check temperature (tympanic)
30/08/2023 11:10,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,106,measure blood pressure
30/08/2023 11:11,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,188,normal
30/08/2023 11:11,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,188,> 30 breaths per min
30/08/2023 11:11,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,188,severe / moderate
30/08/2023 11:11,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,188,sp o2 >95% with oxygen
30/08/2023 11:11,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,188,> 120 bpm
30/08/2023 11:11,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,188,yes
30/08/2023 11:11,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,193,non-rebreather mask (15 l/min)
30/08/2023 11:12,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,213,through oxygen
30/08/2023 11:12,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,228,update carer
30/08/2023 11:12,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,232,do you have any questions?
30/08/2023 11:12,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,236,provide reassurance
30/08/2023 11:12,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,238,check capillary blood glucose
30/08/2023 11:13,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,265,look in patient's mouth with a tongue depressor
30/08/2023 11:13,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,267,please use accpm001
30/08/2023 11:13,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,286,observe respiratory rate and signs of respiratory distress
30/08/2023 11:14,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,366,situation option 1
30/08/2023 11:14,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,366,situation option 2
30/08/2023 11:14,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,366,situation option 4
30/08/2023 11:14,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,366,background option 1
30/08/2023 11:14,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,366,background option 2
30/08/2023 11:14,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,366,background option 3
30/08/2023 11:14,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,366,assessment option 2
30/08/2023 11:14,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,366,assessment option 3
30/08/2023 11:14,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,366,assessment option 4
30/08/2023 11:14,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,366,assessment option 5
30/08/2023 11:14,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,366,recommendation option 4
30/08/2023 11:15,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,405,insert iv access and take bloods
30/08/2023 11:15,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,414,20ml/kg 0.9% saline iv stat (max 500ml)
30/08/2023 11:15,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,421,ask for peak flow
30/08/2023 11:16,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,446,take blood cultures
30/08/2023 11:16,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,475,call on-call doctor
30/08/2023 11:16,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,492,repeat blood pressure
30/08/2023 11:16,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,493,repeat blood pressure
30/08/2023 11:17,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,504,request an inpatient bed for patient
30/08/2023 11:17,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,506,update on clinical plan
30/08/2023 11:17,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,512,provide reassurance
30/08/2023 11:17,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,517,update patient
30/08/2023 11:17,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,519,ask consent to examine sam
30/08/2023 11:17,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,524,provide reassurance
30/08/2023 11:17,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,528,do you have any questions?
30/08/2023 11:17,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,541,repeat blood pressure
30/08/2023 11:17,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,542,repeat blood pressure
30/08/2023 11:17,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,542,repeat blood pressure
30/08/2023 11:17,Paeds Account 13,"Sam, Pneumonia A-E Assessment [SNP011UK]",314440,542,repeat blood pressure
