participantID,trialNum,stage,stageName,trueCountry,requestedTests,uniqueTests,pastTests,currentTests,possibleTest,proportionOfInfo,testNames,confidence,perceivedDifficulty,highestLikelihood,likelihoods,numOfDifferentials,correctCountry,likelihoodOfCorrectCountry,incorrectLikelihood,highestLikelihoodCorrect,highestLikelihoodCorrectValue,differentials
p16,3,1,Geography,COLOMBIA,12,10,0,10,10,1,"Native Animals, Number of other countries it shares a land border with, Highest Point, Average Rainfall in 2017 (mm per year), % area that is water, Average Temperature (between 1991-2020), Time Zone (UTC), Is the country landlocked?, % area that is covered by forest, Area",33,9,6,"4, 6",2,0,0,5,0,0,"CHILE, BOLIVIA"
p16,3,2,History & Politics,COLOMBIA,10,9,0,9,9,1,"Global Passport Power Rank (2022), GDP per capita in 2022, Does their government have a prime minister?, Most Exported Food Products, Gini Index for Income Inequality, Is the country a member of the OECD, NATO and/or UN?, World Happiness Ranking, The Economist's Democracy Index Rating, Does the country have a monarchy?",31,9,6,"4, 6, 4",3,1,4,5,0,0,"CHILE, BOLIVIA, COLOMBIA"
p16,3,3,People & Culture,COLOMBIA,5,5,0,5,10,0.5,"Number of FIFA World Cups that the country's team qualified for, and their best performance, Number of Colours in the country's flag, % of the population with internet access, Number of medals at the Tokyo Olympics, Most Prevalent Religion",57,9,8,"4, 6, 8",3,1,8,5,1,8,"CHILE, BOLIVIA, COLOMBIA"
p16,4,1,Geography,MONGOLIA,11,10,0,10,10,1,"Highest Point, % area that is water, Native Animals, Time Zone (UTC), Area, % area that is covered by forest, Average Temperature (between 1991-2020), Number of other countries it shares a land border with, Average Rainfall in 2017 (mm per year), Is the country landlocked?",2,10,4,"4, 2",2,0,0,3,0,0,"RUSSIA, IRAN"
p16,4,2,History & Politics,MONGOLIA,9,9,0,9,9,1,"Does their government have a prime minister?, Does the country have a monarchy?, Is the country a member of the OECD, NATO and/or UN?, Gini Index for Income Inequality, Most Exported Food Products, Global Passport Power Rank (2022), The Economist's Democracy Index Rating, World Happiness Ranking, GDP per capita in 2022",3,10,4,"4, 2",2,0,0,3,0,0,"RUSSIA, IRAN"
p16,4,3,People & Culture,MONGOLIA,7,7,0,7,10,0.7,"% of the population with internet access, Population Density, Which side of the road do people drive on?, Overall population, Number of medals at the Tokyo Olympics, Number of Colours in the country's flag, Number of FIFA World Cups that the country's team qualified for, and their best performance",65,10,8,"2, 8",2,1,8,2,1,8,"IRAN, MONGOLIA"
p16,5,1,Geography,GREECE,10,10,0,10,10,1,"Average Temperature (between 1991-2020), Time Zone (UTC), Is the country landlocked?, % area that is covered by forest, Area, % area that is water, Number of other countries it shares a land border with, Native Animals, Average Rainfall in 2017 (mm per year), Highest Point",7,10,6,"4, 6",2,0,0,5,0,0,"FRANCE, GERMANY"
p16,5,2,History & Politics,GREECE,9,9,0,9,9,1,"Is the country a member of the OECD, NATO and/or UN?, GDP per capita in 2022, Gini Index for Income Inequality, Global Passport Power Rank (2022), The Economist's Democracy Index Rating, Does the country have a monarchy?, Does their government have a prime minister?, Most Exported Food Products, World Happiness Ranking",13,10,6,"4, 6, 6",3,0,0,5.333333333,0,0,"FRANCE, GERMANY, UKRAINE"
p16,5,3,People & Culture,GREECE,7,7,0,7,10,0.7,"Number of FIFA World Cups that the country's team qualified for, and their best performance, Most Prevalent Religion, Which side of the road do people drive on?, Number of medals at the Tokyo Olympics, Number of Colours in the country's flag, Unemployment Rate % (2021), Population in the capital city",32,10,6,"4, 6, 6, 6",4,1,6,5.333333333,0,0,"FRANCE, GERMANY, UKRAINE, GREECE"
p16,6,1,Geography,BOTSWANA,11,10,0,10,10,1,"Area, Is the country landlocked?, Number of other countries it shares a land border with, Highest Point, Average Temperature (between 1991-2020), Average Rainfall in 2017 (mm per year), Native Animals, Time Zone (UTC), % area that is covered by forest, % area that is water",16,10,6,"5, 6, 6",3,0,0,5.666666667,0,0,"ANGOLA, NIGERIA, MOZAMBIQUE"
p16,6,2,History & Politics,BOTSWANA,9,9,0,9,9,1,"World Happiness Ranking, Does the country have a monarchy?, Most Exported Food Products, Does their government have a prime minister?, The Economist's Democracy Index Rating, Is the country a member of the OECD, NATO and/or UN?, GDP per capita in 2022, Global Passport Power Rank (2022), Gini Index for Income Inequality",6,10,6,"5, 6, 6",3,0,0,5.666666667,0,0,"ANGOLA, NIGERIA, MOZAMBIQUE"
p16,6,3,People & Culture,BOTSWANA,7,7,0,7,10,0.7,"Population Density, Number of FIFA World Cups that the country's team qualified for, and their best performance, % of the population with internet access, Which side of the road do people drive on?, Number of medals at the Tokyo Olympics, Unemployment Rate % (2021), Number of Colours in the country's flag",23,10,6,"5, 6, 6, 6, 6",5,1,6,5.75,0,0,"ANGOLA, NIGERIA, MOZAMBIQUE, BOTSWANA, BURKINA FASO"
p17,1,1,Geography,COLOMBIA,3,3,0,3,10,0.3,"Time Zone (UTC), Number of other countries it shares a land border with, Average Temperature (between 1991-2020)",61,5,7,"7, 4, 7, 4",4,1,4,6,0,0,"BOLIVIA, COLOMBIA, ECUADOR, VENEZUELA"
p17,1,2,History & Politics,COLOMBIA,2,2,0,2,9,0.222222222,"Is the country a member of the OECD, NATO and/or UN?, Does the country have a monarchy?",62,5,7,"7, 4, 7, 4",4,1,4,6,0,0,"BOLIVIA, COLOMBIA, ECUADOR, VENEZUELA"
p17,1,3,People & Culture,COLOMBIA,4,4,0,4,10,0.4,"Population in the capital city, Number of Colours in the country's flag, Number of FIFA World Cups that the country's team qualified for, and their best performance, Overall population",70,5,7,"5, 7, 7",3,1,5,7,0,0,"COLOMBIA, ECUADOR, CHILE"
p17,2,1,Geography,BOTSWANA,2,2,0,2,10,0.2,"Time Zone (UTC), Average Temperature (between 1991-2020)",57,8,7,"4, 5, 7",3,0,0,5.333333333,0,0,"EGYPT, MOROCCO, SOUTH AFRICA"
p17,2,2,History & Politics,BOTSWANA,2,2,0,2,9,0.222222222,"Does the country have a monarchy?, Does their government have a prime minister?",60,8,6,"6, 5, 6",3,0,0,5.666666667,0,0,"EGYPT, MOROCCO, SOUTH AFRICA"
p17,2,3,People & Culture,BOTSWANA,4,4,0,4,10,0.4,"Number of medals at the Tokyo Olympics, Number of Colours in the country's flag, Number of FIFA World Cups that the country's team qualified for, and their best performance, Overall population",17,8,3,"3, 3",2,0,0,3,0,0,"EGYPT, SUDAN"
p17,3,1,Geography,SOUTH KOREA,1,1,0,1,10,0.1,Time Zone (UTC),57,3,7,"7, 7, 3, 3",4,1,7,4.333333333,1,7,"SOUTH KOREA, JAPAN, IRAN, PAKISTAN"
p17,3,2,History & Politics,SOUTH KOREA,2,2,0,2,9,0.222222222,"World Happiness Ranking, Does the country have a monarchy?",42,3,7,"7, 7, 3, 3, 6",5,1,7,4.75,1,7,"SOUTH KOREA, JAPAN, IRAN, PAKISTAN, INDIE"
p17,3,3,People & Culture,SOUTH KOREA,4,4,0,4,10,0.4,"Number of Colours in the country's flag, Number of FIFA World Cups that the country's team qualified for, and their best performance, Number of medals at the Tokyo Olympics, Population Density",90,3,9,9,1,1,9,0,1,9,SOUTH KOREA
p17,4,1,Geography,SWITZERLAND,2,2,0,2,10,0.2,"Time Zone (UTC), Number of other countries it shares a land border with",75,3,8,"2, 2, 8, 8, 8, 6",6,0,0,5.666666667,0,0,"PORTUGAL, SPAIN, SWEDEN, NORWAY, FINLAND, DENMARK"
p17,4,2,History & Politics,SWITZERLAND,2,2,0,2,9,0.222222222,"Is the country a member of the OECD, NATO and/or UN?, Does their government have a prime minister?",79,3,8,"8, 6, 8, 6",4,0,0,7,0,0,"SWEDEN, NORWAY, FINLAND, DENMARK"
p17,4,3,People & Culture,SWITZERLAND,2,2,0,2,10,0.2,"Number of FIFA World Cups that the country's team qualified for, and their best performance, Number of Colours in the country's flag",93,3,9,"9, 3, 2, 5",4,0,0,4.75,0,0,"SWEDEN, NORWAY, FINLAND, DENMARK"
p17,5,1,Geography,MONGOLIA,1,1,0,1,10,0.1,Time Zone (UTC),48,8,5,"5, 4",2,0,0,4.5,0,0,"JAPAN, INDIE"
p17,5,2,History & Politics,MONGOLIA,2,2,0,2,9,0.222222222,"World Happiness Ranking, Is the country a member of the OECD, NATO and/or UN?",58,8,7,"2, 7, 7, 6",4,0,0,5.5,0,0,"JAPAN, INDIE, IRAN, PAKISTAN"
p17,5,3,People & Culture,MONGOLIA,2,2,0,2,10,0.2,"Number of Colours in the country's flag, Number of FIFA World Cups that the country's team qualified for, and their best performance",30,8,5,"2, 2, 5",3,0,0,3,0,0,"INDIE, PAKISTAN, IRAQ"
p17,6,1,Geography,GREECE,3,3,0,3,10,0.3,"Native Animals, Average Temperature (between 1991-2020), Time Zone (UTC)",26,7,5,"5, 5",2,0,0,5,0,0,"RUSSIA, ICELAND"
p17,6,2,History & Politics,GREECE,3,3,0,3,9,0.333333333,"World Happiness Ranking, Is the country a member of the OECD, NATO and/or UN?, Does the country have a monarchy?",28,7,5,"5, 4, 4",3,0,0,4.333333333,0,0,"ICELAND, PORTUGAL, SPAIN"
p17,6,3,People & Culture,GREECE,4,4,0,4,10,0.4,"Number of FIFA World Cups that the country's team qualified for, and their best performance, Overall population, Number of Colours in the country's flag, Population in the capital city",54,7,6,"5, 4, 6, 5",4,1,6,4.666666667,1,6,"ICELAND, SWEDEN, GREECE, POLAND"
p18,1,1,Geography,BOTSWANA,3,3,0,3,10,0.3,"Highest Point, % area that is covered by forest, Area",24,8,3,3,1,0,0,0,0,0,KONGO
p18,1,2,History & Politics,BOTSWANA,3,3,0,3,9,0.333333333,"Gini Index for Income Inequality, Does the country have a monarchy?, Most Exported Food Products",20,8,3,3,1,0,0,0,0,0,KONGO
p18,1,3,People & Culture,BOTSWANA,3,3,0,3,10,0.3,"Most Prevalent Religion, Overall population, Population in the capital city",95,8,2,2,1,0,0,0,0,0,KENYA
p18,2,1,Geography,GREECE,1,1,0,1,10,0.1,Highest Point,33,5,5,5,1,0,0,0,0,0,SLOVAKIA
p18,2,2,History & Politics,GREECE,1,1,0,1,9,0.111111111,Does the country have a monarchy?,41,5,5,5,1,0,0,0,0,0,SLOVAKIA
p18,2,3,People & Culture,GREECE,4,4,0,4,10,0.4,"Number of Colours in the country's flag, Which side of the road do people drive on?, Population Density, Overall population",83,5,5,5,1,0,0,0,0,0,SLOVAKIA
p18,3,1,Geography,MONGOLIA,3,3,0,3,10,0.3,"Area, Number of other countries it shares a land border with, Highest Point",76,9,5,5,1,1,5,0,1,5,MONGOLIA
p18,3,2,History & Politics,MONGOLIA,0,0,0,0,9,0,,71,9,8,8,1,1,8,0,1,8,MONGOLIA
p18,3,3,People & Culture,MONGOLIA,4,4,0,4,10,0.4,"Number of Colours in the country's flag, Most Prevalent Religion, Number of medals at the Tokyo Olympics, Population Density",96,9,8,8,1,1,8,0,1,8,MONGOLIA
p18,4,1,Geography,SWITZERLAND,4,4,0,4,10,0.4,"Highest Point, Number of other countries it shares a land border with, Native Animals, Area",22,7,3,3,1,0,0,0,0,0,FRANCE
p18,4,2,History & Politics,SWITZERLAND,1,1,0,1,9,0.111111111,Does the country have a monarchy?,32,7,3,3,1,0,0,0,0,0,FRANCE
p18,4,3,People & Culture,SWITZERLAND,4,4,0,4,10,0.4,"Number of Colours in the country's flag, % of the population with internet access, Population Density, Which side of the road do people drive on?",72,7,5,5,1,0,0,0,0,0,AUSTRIA
p18,5,1,Geography,SOUTH KOREA,1,1,0,1,10,0.1,Highest Point,17,8,5,5,1,1,5,0,1,5,KOREA
p18,5,2,History & Politics,SOUTH KOREA,2,2,0,2,9,0.222222222,"Does the country have a monarchy?, Most Exported Food Products",32,8,5,5,1,1,5,0,1,5,KOREA
p18,5,3,People & Culture,SOUTH KOREA,3,2,0,2,10,0.2,"Most Prevalent Religion, Number of Colours in the country's flag",76,8,5,5,1,1,5,0,1,5,KOREA
p18,6,1,Geography,COLOMBIA,2,2,0,2,10,0.2,"Area, Highest Point",19,9,4,4,1,1,4,0,1,4,COLUMBIA
p18,6,2,History & Politics,COLOMBIA,2,2,0,2,9,0.222222222,"Does the country have a monarchy?, Most Exported Food Products",37,9,4,4,1,1,4,0,1,4,COLUMBIA
p18,6,3,People & Culture,COLOMBIA,1,1,0,1,10,0.1,Number of Colours in the country's flag,86,9,5,5,1,1,5,0,1,5,COLUMBIA
p19,1,1,Geography,SOUTH KOREA,5,5,0,5,10,0.5,"Time Zone (UTC), Native Animals, Number of other countries it shares a land border with, Is the country landlocked?, Area",64,3,8,"8, 6",2,1,8,6,1,8,"KOREA, MONGOLIA"
p19,1,2,History & Politics,SOUTH KOREA,1,1,0,1,9,0.111111111,The Economist's Democracy Index Rating,77,3,8,"8, 6",2,1,8,6,1,8,"KOREA, MONGOLIA"
p19,1,3,People & Culture,SOUTH KOREA,1,1,0,1,10,0.1,% of the population with internet access,71,3,8,"8, 6",2,1,8,6,1,8,"KOREA, MONGOLIA"
p19,2,1,Geography,SWITZERLAND,3,3,0,3,10,0.3,"Number of other countries it shares a land border with, Native Animals, Is the country landlocked?",65,5,5,5,1,1,5,0,1,5,SWITZERLAND
p19,2,2,History & Politics,SWITZERLAND,1,1,0,1,9,0.111111111,Global Passport Power Rank (2022),70,5,5,5,1,1,5,0,1,5,SWITZERLAND
p19,2,3,People & Culture,SWITZERLAND,1,1,0,1,10,0.1,Population in the capital city,52,5,5,5,1,1,5,0,1,5,SWITZERLAND
p19,3,1,Geography,MONGOLIA,4,4,0,4,10,0.4,"Time Zone (UTC), Highest Point, Is the country landlocked?, Native Animals",50,5,5,5,1,1,5,0,1,5,MONGOLIA
p19,3,2,History & Politics,MONGOLIA,1,1,0,1,9,0.111111111,The Economist's Democracy Index Rating,49,5,5,5,1,1,5,0,1,5,MONGOLIA
p19,3,3,People & Culture,MONGOLIA,2,2,0,2,10,0.2,"% of the population with internet access, Most Prevalent Religion",58,5,5,5,1,1,5,0,1,5,MONGOLIA
p19,4,1,Geography,COLOMBIA,7,5,0,5,10,0.5,"Highest Point, Number of other countries it shares a land border with, Is the country landlocked?, Native Animals, Time Zone (UTC)",28,5,5,"5, 5, 5",3,1,5,5,0,0,"VENEZUELA, COLUMBIA, BELIZE"
p19,4,2,History & Politics,COLOMBIA,2,2,0,2,9,0.222222222,"Does the country have a monarchy?, The Economist's Democracy Index Rating",37,5,5,"5, 5, 5",3,1,5,5,0,0,"VENEZUELA, COLUMBIA, BELIZE"
p19,4,3,People & Culture,COLOMBIA,4,4,0,4,10,0.4,"Most Prevalent Religion, Population in the capital city, % of the population with internet access, Overall population",38,5,5,"5, 5, 5",3,1,5,5,0,0,"VENEZUELA, COLUMBIA, BELIZE"
p19,5,1,Geography,GREECE,7,4,0,4,10,0.4,"Native Animals, Is the country landlocked?, Highest Point, Number of other countries it shares a land border with",8,2,6,"5, 6, 6",3,0,0,5.666666667,0,0,"CZEC REPUBLIC, SLOVAKIA, SLOVENIA"
p19,5,2,History & Politics,GREECE,5,5,0,5,9,0.555555556,"Does the country have a monarchy?, Does their government have a prime minister?, Is the country a member of the OECD, NATO and/or UN?, Most Exported Food Products, The Economist's Democracy Index Rating",14,2,6,"5, 6, 6, 6",4,0,0,5.75,0,0,"CZEC REPUBLIC, SLOVAKIA, SLOVENIA, MACEDONIA"
p19,5,3,People & Culture,GREECE,2,2,0,2,10,0.2,"Most Prevalent Religion, % of the population with internet access",7,2,6,"5, 6, 6, 6",4,0,0,5.75,0,0,"CZEC REPUBLIC, SLOVAKIA, SLOVENIA, MACEDONIA"
p19,6,1,Geography,BOTSWANA,5,4,0,4,10,0.4,"Native Animals, Number of other countries it shares a land border with, Is the country landlocked?, Highest Point",0,6,6,"5, 6",2,0,0,5.5,0,0,"ZIMBABWE, SAHARA"
p19,6,2,History & Politics,BOTSWANA,4,4,0,4,9,0.444444444,"The Economist's Democracy Index Rating, Does their government have a prime minister?, Does the country have a monarchy?, Most Exported Food Products",5,6,6,"5, 6",2,0,0,5.5,0,0,"ZIMBABWE, SAHARA"
p19,6,3,People & Culture,BOTSWANA,2,2,0,2,10,0.2,"Most Prevalent Religion, Which side of the road do people drive on?",26,6,6,"5, 6",2,0,0,5.5,0,0,"ZIMBABWE, SAHARA"
p20,1,1,Geography,SWITZERLAND,3,3,0,3,10,0.3,"Time Zone (UTC), Is the country landlocked?, % area that is covered by forest",54,1,6,6,1,0,0,0,0,0,GERMANY
p20,1,2,History & Politics,SWITZERLAND,3,3,0,3,9,0.333333333,"Is the country a member of the OECD, NATO and/or UN?, Does the country have a monarchy?, Does their government have a prime minister?",14,1,6,"6, 4",2,0,0,5,0,0,"GERMANY, LUXEMBOURG"
p20,1,3,People & Culture,SWITZERLAND,4,4,0,4,10,0.4,"Population Density, Overall population, Number of Colours in the country's flag, Number of FIFA World Cups that the country's team qualified for, and their best performance",0,1,6,"6, 4, 6",3,0,0,5.333333333,0,0,"GERMANY, LUXEMBOURG, ROMANIA"
p20,2,1,Geography,GREECE,1,1,0,1,10,0.1,Number of other countries it shares a land border with,43,1,5,5,1,0,0,0,0,0,GERMANY
p20,2,2,History & Politics,GREECE,3,3,0,3,9,0.333333333,"Does the country have a monarchy?, Does their government have a prime minister?, Is the country a member of the OECD, NATO and/or UN?",31,1,6,"5, 6",2,0,0,5.5,0,0,"GERMANY, HOLLAND"
p20,2,3,People & Culture,GREECE,4,4,0,4,10,0.4,"Overall population, Population in the capital city, Number of Colours in the country's flag, Number of FIFA World Cups that the country's team qualified for, and their best performance",0,1,6,"5, 6, 6",3,0,0,5.666666667,0,0,"GERMANY, HOLLAND, ROMANIA"
p20,3,1,Geography,BOTSWANA,3,3,0,3,10,0.3,"Native Animals, Average Temperature (between 1991-2020), Area",1,1,5,5,1,0,0,0,0,0,KENYA
p20,3,2,History & Politics,BOTSWANA,2,2,0,2,9,0.222222222,"Does the country have a monarchy?, Does their government have a prime minister?",0,1,6,"5, 6",2,0,0,5.5,0,0,"KENYA, SOUTH AFRICA"
p20,3,3,People & Culture,BOTSWANA,4,4,0,4,10,0.4,"Number of FIFA World Cups that the country's team qualified for, and their best performance, Population in the capital city, Population Density, Overall population",1,1,6,"5, 6, 1",3,0,0,4,0,0,"KENYA, SOUTH AFRICA, LESOTHO"
p20,4,1,Geography,COLOMBIA,1,1,0,1,10,0.1,Native Animals,50,10,5,5,1,0,0,0,0,0,BRAZIL
p20,4,2,History & Politics,COLOMBIA,2,2,0,2,9,0.222222222,"Does their government have a prime minister?, Does the country have a monarchy?",1,10,6,"5, 6",2,0,0,5.5,0,0,"BRAZIL, ARGENTINA"
p20,4,3,People & Culture,COLOMBIA,4,4,0,4,10,0.4,"Overall population, Population Density, Number of FIFA World Cups that the country's team qualified for, and their best performance, Number of medals at the Tokyo Olympics",2,10,6,"5, 6, 2",3,1,2,5.5,0,0,"BRAZIL, ARGENTINA, COLUMBIA"
p20,5,1,Geography,SOUTH KOREA,3,3,0,3,10,0.3,"Is the country landlocked?, Highest Point, Native Animals",0,10,1,1,1,0,0,0,0,0,RUSSIA
p20,5,2,History & Politics,SOUTH KOREA,3,3,0,3,9,0.333333333,"Does the country have a monarchy?, Does their government have a prime minister?, Is the country a member of the OECD, NATO and/or UN?",0,10,1,"1, 1",2,0,0,1,0,0,"RUSSIA, BELARUS"
p20,5,3,People & Culture,SOUTH KOREA,4,3,0,3,10,0.3,"Overall population, Population in the capital city, Number of Colours in the country's flag",0,10,1,"1, 1, 1",3,0,0,1,0,0,"RUSSIA, BELARUS, KAZAKSTAN"
p20,6,1,Geography,MONGOLIA,2,2,0,2,10,0.2,"Area, Is the country landlocked?",15,10,3,3,1,0,0,0,0,0,PAKISTAN
p20,6,2,History & Politics,MONGOLIA,3,3,0,3,9,0.333333333,"Is the country a member of the OECD, NATO and/or UN?, Does their government have a prime minister?, Does the country have a monarchy?",0,10,3,"3, 1",2,0,0,2,0,0,"PAKISTAN, BANGLADESH"
p20,6,3,People & Culture,MONGOLIA,3,3,0,3,10,0.3,"Number of FIFA World Cups that the country's team qualified for, and their best performance, Number of Colours in the country's flag, Overall population",1,10,3,"3, 1, 1",3,0,0,1.666666667,0,0,"PAKISTAN, BANGLADESH, NEPAL"
p21,1,1,Geography,COLOMBIA,17,10,0,10,10,1,"Average Temperature (between 1991-2020), Native Animals, Area, Time Zone (UTC), Average Rainfall in 2017 (mm per year), % area that is covered by forest, Is the country landlocked?, Highest Point, Number of other countries it shares a land border with, % area that is water",71,3,9,"9, 5",2,1,9,5,1,9,"COLOMBIA, VENEZUELA"
p21,1,2,History & Politics,COLOMBIA,10,9,0,9,9,1,"Is the country a member of the OECD, NATO and/or UN?, The Economist's Democracy Index Rating, Gini Index for Income Inequality, Does their government have a prime minister?, Does the country have a monarchy?, Most Exported Food Products, GDP per capita in 2022, World Happiness Ranking, Global Passport Power Rank (2022)",75,3,9,"9, 5",2,1,9,5,1,9,"COLOMBIA, VENEZUELA"
p21,1,3,People & Culture,COLOMBIA,10,10,0,10,10,1,"Unemployment Rate % (2021), % of the population with internet access, Number of medals at the Tokyo Olympics, Population in the capital city, Number of FIFA World Cups that the country's team qualified for, and their best performance, Overall population, Which side of the road do people drive on?, Population Density, Number of Colours in the country's flag, Most Prevalent Religion",74,3,9,"9, 5",2,1,9,5,1,9,"COLOMBIA, VENEZUELA"
p21,2,1,Geography,SWITZERLAND,10,10,0,10,10,1,"Highest Point, Time Zone (UTC), % area that is covered by forest, % area that is water, Native Animals, Area, Average Temperature (between 1991-2020), Average Rainfall in 2017 (mm per year), Number of other countries it shares a land border with, Is the country landlocked?",11,7,5,"3, 5, 4, 4",4,0,0,4,0,0,"CZECH REPUBLIC, SLOVAKIA, AUSTRIA, HUNGARY"
p21,2,2,History & Politics,SWITZERLAND,9,9,0,9,9,1,"Global Passport Power Rank (2022), Does the country have a monarchy?, The Economist's Democracy Index Rating, World Happiness Ranking, Most Exported Food Products, GDP per capita in 2022, Does their government have a prime minister?, Is the country a member of the OECD, NATO and/or UN?, Gini Index for Income Inequality",28,7,9,"4, 9",2,0,0,6.5,0,0,"AUSTRIA, SWEDEN"
p21,2,3,People & Culture,SWITZERLAND,11,10,0,10,10,1,"Population in the capital city, Overall population, Most Prevalent Religion, Population Density, Number of FIFA World Cups that the country's team qualified for, and their best performance, Number of medals at the Tokyo Olympics, % of the population with internet access, Unemployment Rate % (2021), Which side of the road do people drive on?, Number of Colours in the country's flag",63,7,8,"4, 8",2,1,8,4,1,8,"AUSTRIA, SWITZERLAND"
p21,3,1,Geography,GREECE,0,0,0,0,10,0,,0,8,5,5,1,0,0,0,0,0,SPAIN
p21,3,2,History & Politics,GREECE,20,19,10,9,9,1,"Number of other countries it shares a land border with, Average Temperature (between 1991-2020), Time Zone (UTC), Is the country landlocked?, Highest Point, % area that is covered by forest, Area, Average Rainfall in 2017 (mm per year), Native Animals, % area that is water, Gini Index for Income Inequality, GDP per capita in 2022, World Happiness Ranking, Does their government have a prime minister?, Is the country a member of the OECD, NATO and/or UN?, Most Exported Food Products, Does the country have a monarchy?, The Economist's Democracy Index Rating, Global Passport Power Rank (2022)",11,8,4,"4, 4",2,0,0,4,0,0,"SWEDEN, FINLAND"
p21,3,3,People & Culture,GREECE,17,16,6,10,10,1,"Which side of the road do people drive on?, Number of FIFA World Cups that the country's team qualified for, and their best performance, Unemployment Rate % (2021), Most Prevalent Religion, % of the population with internet access, Population Density, Overall population, Number of Colours in the country's flag, Population in the capital city, Number of medals at the Tokyo Olympics, Number of other countries it shares a land border with, Native Animals, % area that is water, Average Rainfall in 2017 (mm per year), Average Temperature (between 1991-2020), Area",22,8,6,6,1,1,6,0,1,6,GREECE
p21,4,1,Geography,SOUTH KOREA,12,8,0,8,10,0.8,"Time Zone (UTC), Is the country landlocked?, Highest Point, Native Animals, % area that is covered by forest, Average Temperature (between 1991-2020), Area, Number of other countries it shares a land border with",22,6,6,"3, 6",2,1,6,3,1,6,"VIETNAM, SOUTH KOREA"
p21,4,2,History & Politics,SOUTH KOREA,9,9,0,9,9,1,"Global Passport Power Rank (2022), Is the country a member of the OECD, NATO and/or UN?, The Economist's Democracy Index Rating, World Happiness Ranking, Does their government have a prime minister?, Does the country have a monarchy?, GDP per capita in 2022, Most Exported Food Products, Gini Index for Income Inequality",61,6,6,"3, 6",2,1,6,3,1,6,"VIETNAM, SOUTH KOREA"
p21,4,3,People & Culture,SOUTH KOREA,10,10,0,10,10,1,"Number of medals at the Tokyo Olympics, Most Prevalent Religion, Number of FIFA World Cups that the country's team qualified for, and their best performance, Overall population, % of the population with internet access, Population in the capital city, Which side of the road do people drive on?, Number of Colours in the country's flag, Unemployment Rate % (2021), Population Density",67,6,6,6,1,1,6,0,1,6,SOUTH KOREA
p21,5,1,Geography,MONGOLIA,10,9,0,9,10,0.9,"Native Animals, Area, Number of other countries it shares a land border with, Average Temperature (between 1991-2020), Is the country landlocked?, Highest Point, Average Rainfall in 2017 (mm per year), % area that is water, Time Zone (UTC)",0,9,3,"2, 3",2,0,0,2.5,0,0,"KAZAKHSTAN, AFGHANISTAN"
p21,5,2,History & Politics,MONGOLIA,9,9,0,9,9,1,"The Economist's Democracy Index Rating, World Happiness Ranking, Is the country a member of the OECD, NATO and/or UN?, Does the country have a monarchy?, Global Passport Power Rank (2022), Does their government have a prime minister?, GDP per capita in 2022, Most Exported Food Products, Gini Index for Income Inequality",10,9,3,"2, 3",2,0,0,2.5,0,0,"KAZAKHSTAN, AFGHANISTAN"
p21,5,3,People & Culture,MONGOLIA,10,10,0,10,10,1,"Most Prevalent Religion, % of the population with internet access, Population in the capital city, Unemployment Rate % (2021), Overall population, Number of Colours in the country's flag, Which side of the road do people drive on?, Number of medals at the Tokyo Olympics, Number of FIFA World Cups that the country's team qualified for, and their best performance, Population Density",10,9,3,"2, 3",2,0,0,2.5,0,0,"KAZAKHSTAN, AFGHANISTAN"
p21,6,1,Geography,BOTSWANA,10,10,0,10,10,1,"Time Zone (UTC), Is the country landlocked?, Area, Number of other countries it shares a land border with, % area that is covered by forest, Highest Point, % area that is water, Average Rainfall in 2017 (mm per year), Average Temperature (between 1991-2020), Native Animals",0,10,5,5,1,0,0,0,0,0,CHAD
p21,6,2,History & Politics,BOTSWANA,11,11,2,9,9,1,"% area that is water, Area, Is the country a member of the OECD, NATO and/or UN?, Does their government have a prime minister?, The Economist's Democracy Index Rating, World Happiness Ranking, Most Exported Food Products, GDP per capita in 2022, Gini Index for Income Inequality, Does the country have a monarchy?, Global Passport Power Rank (2022)",7,10,3,"3, 2, 3",3,0,0,2.666666667,0,0,"CHAD, NIGER, CONGO"
p21,6,3,People & Culture,BOTSWANA,10,10,0,10,10,1,"Population in the capital city, Overall population, Number of medals at the Tokyo Olympics, Unemployment Rate % (2021), Number of Colours in the country's flag, Which side of the road do people drive on?, Most Prevalent Religion, Population Density, % of the population with internet access, Number of FIFA World Cups that the country's team qualified for, and their best performance",0,10,3,"3, 2, 3",3,0,0,2.666666667,0,0,"CHAD, NIGER, CONGO"
p22,1,1,Geography,SWITZERLAND,7,6,0,6,10,0.6,"Highest Point, Is the country landlocked?, Native Animals, % area that is covered by forest, Average Rainfall in 2017 (mm per year), Number of other countries it shares a land border with",63,8,6,"4, 6, 6",3,1,4,6,0,0,"SWITZERLAND, AUSTRIA, CZECH REPUBLIC"
p22,1,2,History & Politics,SWITZERLAND,11,8,0,8,9,0.888888889,"Does the country have a monarchy?, Most Exported Food Products, Does their government have a prime minister?, GDP per capita in 2022, Global Passport Power Rank (2022), The Economist's Democracy Index Rating, World Happiness Ranking, Gini Index for Income Inequality",15,8,2,"2, 2, 2",3,1,2,2,1,2,"SWITZERLAND, AUSTRIA, CZECH REPUBLIC"
