participantID,trialNum,stage,stageName,trueCountry,infoRequests,information,differentials,correct,correctCountryText,correctCountryIdx
59bd5ee0b7a3f000017d5c60,3,1,1. Geography,SWITZERLAND,3,"Native Animals, Is the country landlocked?, Native Animals",POLAND,0,0,0
59bd5ee0b7a3f000017d5c60,3,2,2. Economy & Politics,SWITZERLAND,4,"Does the country have a monarchy?, Most Exported Food Products, Is the country a member of the OECD, NATO and/or UN?, Does their government have a prime minister?","POLAND, SWITZERLAND, FINLAND",1,SWITZERLAND,2
59bd5ee0b7a3f000017d5c60,3,3,3. People & Culture,SWITZERLAND,3,"Most Prevalent Religion, Which side of the road do people drive on?, Population in the capital city","POLAND, SWITZERLAND, FINLAND, AUSTRIA",1,SWITZERLAND,2
59bd5ee0b7a3f000017d5c60,4,1,1. Geography,COLOMBIA,3,"Native Animals, Average Rainfall in 2017 (mm per year), Highest Point","COLUMBIA, PERU",1,COLUMBIA,1
59bd5ee0b7a3f000017d5c60,4,2,2. Economy & Politics,COLOMBIA,3,"Does the country have a monarchy?, Most Exported Food Products, The Economist's Democracy Index Rating","COLUMBIA, PERU, VENEZUELA",1,COLUMBIA,1
59bd5ee0b7a3f000017d5c60,4,3,3. People & Culture,COLOMBIA,2,"Most Prevalent Religion, Number of FIFA World Cups that the country's team qualified for, and their best performance","COLUMBIA, PERU, VENEZUELA, BRAZIL",1,COLUMBIA,1
59bd5ee0b7a3f000017d5c60,5,1,1. Geography,SOUTH KOREA,2,"Is the country landlocked?, Native Animals","CHINA, KOREA",1,KOREA,2
59bd5ee0b7a3f000017d5c60,5,2,2. Economy & Politics,SOUTH KOREA,5,"Is the country a member of the OECD, NATO and/or UN?, World Happiness Ranking, Does the country have a monarchy?, The Economist's Democracy Index Rating, Does the country have a monarchy?","CHINA, KOREA, JAPAN",1,KOREA,2
59bd5ee0b7a3f000017d5c60,5,3,3. People & Culture,SOUTH KOREA,5,"Number of medals at the Tokyo Olympics, Number of FIFA World Cups that the country's team qualified for, and their best performance, Most Prevalent Religion, Number of Colours in the country's flag, % of the population with internet access","CHINA, KOREA, JAPAN",1,KOREA,2
59bd5ee0b7a3f000017d5c60,6,1,1. Geography,BOTSWANA,2,"Native Animals, Is the country landlocked?","ZAMBIA, BOTSWANA",1,BOTSWANA,2
59bd5ee0b7a3f000017d5c60,6,2,2. Economy & Politics,BOTSWANA,5,"Does their government have a prime minister?, Is the country a member of the OECD, NATO and/or UN?, Most Exported Food Products, The Economist's Democracy Index Rating, Does the country have a monarchy?","ZAMBIA, BOTSWANA, NAMIBIA",1,BOTSWANA,2
59bd5ee0b7a3f000017d5c60,6,3,3. People & Culture,BOTSWANA,4,"Which side of the road do people drive on?, Number of Colours in the country's flag, Number of medals at the Tokyo Olympics, Number of FIFA World Cups that the country's team qualified for, and their best performance","ZAMBIA, BOTSWANA, NAMIBIA",1,BOTSWANA,2
5ad63c167f70c10001904bc5,1,1,1. Geography,COLOMBIA,5,"Average Temperature (between 1991-2020), Area, Average Rainfall in 2017 (mm per year), % area that is covered by forest, Is the country landlocked?",BOLIVIA,0,0,0
5ad63c167f70c10001904bc5,1,2,2. Economy & Politics,COLOMBIA,5,"Most Exported Food Products, Does the country have a monarchy?, World Happiness Ranking, Most Exported Food Products, Is the country a member of the OECD, NATO and/or UN?","BRAZIL, PERU",0,0,0
5ad63c167f70c10001904bc5,1,3,3. People & Culture,COLOMBIA,7,"Most Prevalent Religion, Number of Colours in the country's flag, Number of FIFA World Cups that the country's team qualified for, and their best performance, Overall population, Population Density, Area, Unemployment Rate % (2021)","BRAZIL, PERU, VENEZUELA",0,0,0
5ad63c167f70c10001904bc5,2,1,1. Geography,BOTSWANA,6,"Area, Time Zone (UTC), % area that is water, Native Animals, Is the country landlocked?, Average Temperature (between 1991-2020)","ZAMBIA, ZIMBABWE, BOTSWANA, DEMOCRATIC REPUBLIC OF CONGO",1,BOTSWANA,3
5ad63c167f70c10001904bc5,2,2,2. Economy & Politics,BOTSWANA,6,"The Economist's Democracy Index Rating, Does the country have a monarchy?, Gini Index for Income Inequality, GDP per capita in 2022, Most Exported Food Products, GDP per capita in 2022","ZAMBIA, ZIMBABWE, BOTSWANA, DEMOCRATIC REPUBLIC OF CONGO",1,BOTSWANA,3
5ad63c167f70c10001904bc5,2,3,3. People & Culture,BOTSWANA,3,"Most Prevalent Religion, Number of Colours in the country's flag, Overall population","ZAMBIA, ZIMBABWE, BOTSWANA, DEMOCRATIC REPUBLIC OF CONGO",1,BOTSWANA,3
5ad63c167f70c10001904bc5,3,1,1. Geography,MONGOLIA,4,"Is the country landlocked?, Area, Average Temperature (between 1991-2020), Native Animals",MONGOLIA,1,MONGOLIA,1
5ad63c167f70c10001904bc5,3,2,2. Economy & Politics,MONGOLIA,3,"Most Exported Food Products, World Happiness Ranking, GDP per capita in 2022",MONGOLIA,1,MONGOLIA,1
5ad63c167f70c10001904bc5,3,3,3. People & Culture,MONGOLIA,4,"% of the population with internet access, Overall population, Most Prevalent Religion, Population Density",MONGOLIA,1,MONGOLIA,1
5ad63c167f70c10001904bc5,4,1,1. Geography,GREECE,6,"Average Temperature (between 1991-2020), Area, Time Zone (UTC), Average Rainfall in 2017 (mm per year), Is the country landlocked?, Native Animals","IRELAND, DENMARK, LITHUANIA, AUSTRIA, SWITZERLAND",0,0,0
5ad63c167f70c10001904bc5,4,2,2. Economy & Politics,GREECE,4,"Most Exported Food Products, Is the country landlocked?, Does the country have a monarchy?, GDP per capita in 2022","IRELAND, DENMARK, LITHUANIA",0,0,0
5ad63c167f70c10001904bc5,4,3,3. People & Culture,GREECE,6,"Overall population, Area, Overall population, Population Density, Most Prevalent Religion, Number of Colours in the country's flag","IRELAND, DENMARK, LITHUANIA",0,0,0
5ad63c167f70c10001904bc5,5,1,1. Geography,SOUTH KOREA,6,"Is the country landlocked?, Average Temperature (between 1991-2020), Area, Native Animals, Area, Time Zone (UTC)","TAIWAN, BANGLADESH, NORTH KOREA, SOUTH KOREA, PAKISTAN",1,SOUTH KOREA,4
5ad63c167f70c10001904bc5,5,2,2. Economy & Politics,SOUTH KOREA,5,"Area, Native Animals, The Economist's Democracy Index Rating, Most Exported Food Products, Does the country have a monarchy?","TAIWAN, BANGLADESH, NORTH KOREA, SOUTH KOREA",1,SOUTH KOREA,4
5ad63c167f70c10001904bc5,5,3,3. People & Culture,SOUTH KOREA,6,"Overall population, Number of medals at the Tokyo Olympics, Most Prevalent Religion, Unemployment Rate % (2021), % of the population with internet access, Population in the capital city","TAIWAN, BANGLADESH, NORTH KOREA, SOUTH KOREA, JAPAN",1,SOUTH KOREA,4
5ad63c167f70c10001904bc5,6,1,1. Geography,SWITZERLAND,4,"Average Temperature (between 1991-2020), Is the country landlocked?, Area, Native Animals","SWITZERLAND, AUSTRIA, SLOVAKIA, CZECH REPUBLIC, MOLDAVIA",1,SWITZERLAND,1
5ad63c167f70c10001904bc5,6,2,2. Economy & Politics,SWITZERLAND,7,"Most Exported Food Products, Does the country have a monarchy?, Gini Index for Income Inequality, GDP per capita in 2022, Global Passport Power Rank (2022), World Happiness Ranking, The Economist's Democracy Index Rating","SWITZERLAND, AUSTRIA, SLOVAKIA, CZECH REPUBLIC, MOLDAVIA",1,SWITZERLAND,1
5ad63c167f70c10001904bc5,6,3,3. People & Culture,SWITZERLAND,4,"Overall population, Most Prevalent Religion, Unemployment Rate % (2021), Number of Colours in the country's flag","SWITZERLAND, AUSTRIA, SLOVAKIA, CZECH REPUBLIC, MOLDAVIA",1,SWITZERLAND,1
5b21646bdf28a7000166f4dc,1,1,1. Geography,GREECE,13,"Average Temperature (between 1991-2020), % area that is covered by forest, Is the country landlocked?, Area, Time Zone (UTC), % area that is water, Highest Point, Number of other countries it shares a land border with, Average Rainfall in 2017 (mm per year), Native Animals, % area that is covered by forest, % area that is covered by forest, Is the country landlocked?","RUSSIA, FINNLAND, TURKEY, GREECE",1,GREECE,4
5b21646bdf28a7000166f4dc,1,2,2. Economy & Politics,GREECE,16,"GDP per capita in 2022, Does the country have a monarchy?, Most Exported Food Products, Global Passport Power Rank (2022), Gini Index for Income Inequality, Does their government have a prime minister?, The Economist's Democracy Index Rating, Is the country a member of the OECD, NATO and/or UN?, World Happiness Ranking, Does their government have a prime minister?, Most Exported Food Products, Most Exported Food Products, Native Animals, Number of other countries it shares a land border with, Number of other countries it shares a land border with, Is the country landlocked?","RUSSIA, FINNLAND, TURKEY, GREECE, ITALY",1,GREECE,4
5b21646bdf28a7000166f4dc,1,3,3. People & Culture,GREECE,12,"Number of medals at the Tokyo Olympics, Number of medals at the Tokyo Olympics, Which side of the road do people drive on?, Overall population, % of the population with internet access, Number of FIFA World Cups that the country's team qualified for, and their best performance, Population Density, Most Prevalent Religion, Number of Colours in the country's flag, Population in the capital city, Unemployment Rate % (2021), Population in the capital city","RUSSIA, FINNLAND, TURKEY, GREECE, ITALY",1,GREECE,4
5b21646bdf28a7000166f4dc,2,1,1. Geography,SOUTH KOREA,4,"% area that is water, Native Animals, Is the country landlocked?, Number of other countries it shares a land border with","MONGOLIA, SIBIRIA, CHINA",0,0,0
5b21646bdf28a7000166f4dc,2,2,2. Economy & Politics,SOUTH KOREA,3,"Most Exported Food Products, Does the country have a monarchy?, Does their government have a prime minister?","MONGOLIA, SIBIRIA, CHINA",0,0,0
5b21646bdf28a7000166f4dc,2,3,3. People & Culture,SOUTH KOREA,2,"Most Prevalent Religion, Which side of the road do people drive on?","MONGOLIA, SIBIRIA, CHINA",0,0,0
5b21646bdf28a7000166f4dc,3,1,1. Geography,SWITZERLAND,4,"Native Animals, Average Temperature (between 1991-2020), Number of other countries it shares a land border with, Native Animals","SWISS, ITALY",1,SWISS,1
5b21646bdf28a7000166f4dc,3,2,2. Economy & Politics,SWITZERLAND,3,"Most Exported Food Products, World Happiness Ranking, Global Passport Power Rank (2022)","SWISS, ITALY, FRANCE",1,SWISS,1
5b21646bdf28a7000166f4dc,3,3,3. People & Culture,SWITZERLAND,3,"Most Prevalent Religion, Which side of the road do people drive on?, Number of Colours in the country's flag","SWISS, ITALY, FRANCE",1,SWISS,1
5b21646bdf28a7000166f4dc,4,1,1. Geography,COLOMBIA,5,"Native Animals, Number of other countries it shares a land border with, Number of other countries it shares a land border with, % area that is covered by forest, Area","BRAZIL, COLOMBIA",1,COLOMBIA,2
5b21646bdf28a7000166f4dc,4,2,2. Economy & Politics,COLOMBIA,3,"Most Exported Food Products, Does the country have a monarchy?, Does their government have a prime minister?","BRAZIL, COLOMBIA, PERU",1,COLOMBIA,2
5b21646bdf28a7000166f4dc,4,3,3. People & Culture,COLOMBIA,2,"Most Prevalent Religion, Which side of the road do people drive on?","BRAZIL, COLOMBIA, PERU",1,COLOMBIA,2
5b21646bdf28a7000166f4dc,5,1,1. Geography,BOTSWANA,6,"Native Animals, Highest Point, Average Rainfall in 2017 (mm per year), Average Temperature (between 1991-2020), % area that is water, % area that is covered by forest","KENYA, NIGERIA, GHANA",0,0,0
5b21646bdf28a7000166f4dc,5,2,2. Economy & Politics,BOTSWANA,2,"Most Exported Food Products, Does the country have a monarchy?","KENYA, NIGERIA, GHANA, CONGO",0,0,0
5b21646bdf28a7000166f4dc,5,3,3. People & Culture,BOTSWANA,3,"Most Prevalent Religion, % of the population with internet access, Number of FIFA World Cups that the country's team qualified for, and their best performance","KENYA, NIGERIA, GHANA, CONGO",0,0,0
5b21646bdf28a7000166f4dc,6,1,1. Geography,MONGOLIA,4,"Native Animals, Number of other countries it shares a land border with, Average Temperature (between 1991-2020), Average Rainfall in 2017 (mm per year)","CHINA, MONGOLIA",1,MONGOLIA,2
5b21646bdf28a7000166f4dc,6,2,2. Economy & Politics,MONGOLIA,3,"Most Exported Food Products, Does their government have a prime minister?, World Happiness Ranking","CHINA, MONGOLIA, KAZAKHSTAN",1,MONGOLIA,2
5b21646bdf28a7000166f4dc,6,3,3. People & Culture,MONGOLIA,3,"Most Prevalent Religion, Overall population, Which side of the road do people drive on?","CHINA, MONGOLIA, KAZAKHSTAN",1,MONGOLIA,2
5b222aff59f9620001c109cb,1,1,1. Geography,GREECE,6,"Average Rainfall in 2017 (mm per year), Average Temperature (between 1991-2020), Is the country landlocked?, Native Animals, Number of other countries it shares a land border with, Is the country landlocked?","FRANCE, NETHERLANDS, GERMANY",0,0,0
5b222aff59f9620001c109cb,1,2,2. Economy & Politics,GREECE,6,"World Happiness Ranking, Is the country a member of the OECD, NATO and/or UN?, Does their government have a prime minister?, Does the country have a monarchy?, Most Exported Food Products, Global Passport Power Rank (2022)","FRANCE, NETHERLANDS, GERMANY, ITALY",0,0,0
5b222aff59f9620001c109cb,1,3,3. People & Culture,GREECE,7,"Which side of the road do people drive on?, Population in the capital city, Most Prevalent Religion, Overall population, Number of medals at the Tokyo Olympics, Number of FIFA World Cups that the country's team qualified for, and their best performance, Unemployment Rate % (2021)","FRANCE, NETHERLANDS, GERMANY, ITALY",0,0,0
5b222aff59f9620001c109cb,2,1,1. Geography,BOTSWANA,6,"Area, Number of other countries it shares a land border with, Is the country landlocked?, Average Temperature (between 1991-2020), % area that is covered by forest, Area","SAUDI ARABIA, EGYPT",0,0,0
5b222aff59f9620001c109cb,2,2,2. Economy & Politics,BOTSWANA,6,"World Happiness Ranking, Most Exported Food Products, Does the country have a monarchy?, Global Passport Power Rank (2022), Does their government have a prime minister?, Is the country a member of the OECD, NATO and/or UN?","SAUDI ARABIA, EGYPT",0,0,0
5b222aff59f9620001c109cb,2,3,3. People & Culture,BOTSWANA,5,"Most Prevalent Religion, Which side of the road do people drive on?, Population in the capital city, Population Density, Number of Colours in the country's flag","SAUDI ARABIA, EGYPT",0,0,0
5b222aff59f9620001c109cb,3,1,1. Geography,COLOMBIA,6,"Is the country landlocked?, Number of other countries it shares a land border with, Native Animals, Native Animals, Number of other countries it shares a land border with, Is the country landlocked?",VENEZUELA,0,0,0
5b222aff59f9620001c109cb,3,2,2. Economy & Politics,COLOMBIA,6,"GDP per capita in 2022, The Economist's Democracy Index Rating, Does their government have a prime minister?, Is the country a member of the OECD, NATO and/or UN?, World Happiness Ranking, Most Exported Food Products","VENEZUELA, BRAZIL, ARGENTINA",0,0,0
5b222aff59f9620001c109cb,3,3,3. People & Culture,COLOMBIA,6,"Number of FIFA World Cups that the country's team qualified for, and their best performance, Most Prevalent Religion, Number of Colours in the country's flag, Overall population, % of the population with internet access, Which side of the road do people drive on?","VENEZUELA, BRAZIL, ARGENTINA",0,0,0
5b222aff59f9620001c109cb,4,1,1. Geography,SWITZERLAND,3,"Is the country landlocked?, Area, Number of other countries it shares a land border with","SWITZERLAND, AUSTRIA",1,SWITZERLAND,1
5b222aff59f9620001c109cb,4,2,2. Economy & Politics,SWITZERLAND,10,"Global Passport Power Rank (2022), Global Passport Power Rank (2022), Does their government have a prime minister?, Most Exported Food Products, Native Animals, Most Exported Food Products, GDP per capita in 2022, Does their government have a prime minister?, Is the country a member of the OECD, NATO and/or UN?, The Economist's Democracy Index Rating","SWITZERLAND, AUSTRIA",1,SWITZERLAND,1
5b222aff59f9620001c109cb,4,3,3. People & Culture,SWITZERLAND,6,"Which side of the road do people drive on?, Number of Colours in the country's flag, Number of FIFA World Cups that the country's team qualified for, and their best performance, Population in the capital city, Most Prevalent Religion, Number of other countries it shares a land border with","SWITZERLAND, AUSTRIA",1,SWITZERLAND,1
5b222aff59f9620001c109cb,5,1,1. Geography,SOUTH KOREA,6,"Average Temperature (between 1991-2020), Area, Average Rainfall in 2017 (mm per year), Native Animals, Number of other countries it shares a land border with, Is the country landlocked?","PHILIPPINES, MALAYSIA",0,0,0
5b222aff59f9620001c109cb,5,2,2. Economy & Politics,SOUTH KOREA,7,"Most Exported Food Products, Does the country have a monarchy?, Does their government have a prime minister?, Is the country a member of the OECD, NATO and/or UN?, Most Exported Food Products, World Happiness Ranking, Number of other countries it shares a land border with","PHILIPPINES, MALAYSIA",0,0,0
5b222aff59f9620001c109cb,5,3,3. People & Culture,SOUTH KOREA,7,"Overall population, Number of Colours in the country's flag, Most Prevalent Religion, Number of Colours in the country's flag, Number of FIFA World Cups that the country's team qualified for, and their best performance, Population in the capital city, Population Density","PHILIPPINES, MALAYSIA",0,0,0
5b222aff59f9620001c109cb,6,1,1. Geography,MONGOLIA,3,"Is the country landlocked?, Number of other countries it shares a land border with, Is the country landlocked?",THAILAND,0,0,0
5b222aff59f9620001c109cb,6,2,2. Economy & Politics,MONGOLIA,7,"Area, World Happiness Ranking, Most Exported Food Products, Does their government have a prime minister?, Is the country a member of the OECD, NATO and/or UN?, Does their government have a prime minister?, Gini Index for Income Inequality","THAILAND, LAOS",0,0,0
5b222aff59f9620001c109cb,6,3,3. People & Culture,MONGOLIA,7,"Population Density, Number of FIFA World Cups that the country's team qualified for, and their best performance, Which side of the road do people drive on?, Number of Colours in the country's flag, Overall population, Most Prevalent Religion, Population in the capital city","THAILAND, LAOS",0,0,0
5b8c8e7d0c740e00019d55c3,1,1,1. Geography,BOTSWANA,2,"Native Animals, Time Zone (UTC)","EGYPT, NIGERIA",0,0,0
5b8c8e7d0c740e00019d55c3,1,2,2. Economy & Politics,BOTSWANA,2,"Most Exported Food Products, World Happiness Ranking","EGYPT, NIGERIA",0,0,0
5b8c8e7d0c740e00019d55c3,1,3,3. People & Culture,BOTSWANA,4,"Number of FIFA World Cups that the country's team qualified for, and their best performance, Number of medals at the Tokyo Olympics, Number of Colours in the country's flag, Most Prevalent Religion","EGYPT, NIGERIA",0,0,0
5b8c8e7d0c740e00019d55c3,2,1,1. Geography,MONGOLIA,2,"Native Animals, Time Zone (UTC)",CHINA,0,0,0
5b8c8e7d0c740e00019d55c3,2,2,2. Economy & Politics,MONGOLIA,1,World Happiness Ranking,CHINA,0,0,0
5b8c8e7d0c740e00019d55c3,2,3,3. People & Culture,MONGOLIA,4,"Area, Number of FIFA World Cups that the country's team qualified for, and their best performance, Number of medals at the Tokyo Olympics, Most Prevalent Religion",TAIWAN,0,0,0
5b8c8e7d0c740e00019d55c3,3,1,1. Geography,SOUTH KOREA,6,"% area that is covered by forest, Time Zone (UTC), Area, % area that is water, Number of other countries it shares a land border with, Time Zone (UTC)",AUSTRALIA,0,0,0
5b8c8e7d0c740e00019d55c3,3,2,2. Economy & Politics,SOUTH KOREA,2,"World Happiness Ranking, Most Exported Food Products","AUSTRALIA, JAPAN",0,0,0
5b8c8e7d0c740e00019d55c3,3,3,3. People & Culture,SOUTH KOREA,6,"Number of medals at the Tokyo Olympics, Number of FIFA World Cups that the country's team qualified for, and their best performance, Number of Colours in the country's flag, Time Zone (UTC), Number of FIFA World Cups that the country's team qualified for, and their best performance, Most Prevalent Religion","AUSTRALIA, JAPAN",0,0,0
5b8c8e7d0c740e00019d55c3,4,1,1. Geography,COLOMBIA,4,"Native Animals, Area, Number of other countries it shares a land border with, Time Zone (UTC)","ARGENTINA, PERU, ECUADOR, BRAZIL, COLOMBIA, URUGUAY",1,COLOMBIA,5
5b8c8e7d0c740e00019d55c3,4,2,2. Economy & Politics,COLOMBIA,2,"World Happiness Ranking, Most Exported Food Products","ARGENTINA, PERU, ECUADOR, BRAZIL, COLOMBIA, URUGUAY",1,COLOMBIA,5
5b8c8e7d0c740e00019d55c3,4,3,3. People & Culture,COLOMBIA,4,"Number of FIFA World Cups that the country's team qualified for, and their best performance, Number of medals at the Tokyo Olympics, Most Prevalent Religion, Number of Colours in the country's flag","ARGENTINA, PERU, ECUADOR, BRAZIL, COLOMBIA, URUGUAY",1,COLOMBIA,5
5b8c8e7d0c740e00019d55c3,5,1,1. Geography,GREECE,2,"Area, Time Zone (UTC)","FRANCE, ITALY, NETHERLANDS",0,0,0
5b8c8e7d0c740e00019d55c3,5,2,2. Economy & Politics,GREECE,3,"World Happiness Ranking, Most Exported Food Products, Is the country a member of the OECD, NATO and/or UN?","FRANCE, ITALY, NETHERLANDS",0,0,0
5b8c8e7d0c740e00019d55c3,5,3,3. People & Culture,GREECE,4,"Number of FIFA World Cups that the country's team qualified for, and their best performance, Number of medals at the Tokyo Olympics, Most Prevalent Religion, Number of Colours in the country's flag","FRANCE, ITALY, NETHERLANDS, GREECE",1,GREECE,4
5b8c8e7d0c740e00019d55c3,6,1,1. Geography,SWITZERLAND,4,"Area, Number of other countries it shares a land border with, % area that is water, Time Zone (UTC)","FRANCE, ITALY, GERMANY, ENGLAND",0,0,0
5b8c8e7d0c740e00019d55c3,6,2,2. Economy & Politics,SWITZERLAND,1,World Happiness Ranking,"FRANCE, ITALY, GERMANY, ENGLAND",0,0,0
5b8c8e7d0c740e00019d55c3,6,3,3. People & Culture,SWITZERLAND,3,"Number of FIFA World Cups that the country's team qualified for, and their best performance, Number of Colours in the country's flag, Number of medals at the Tokyo Olympics","FRANCE, ITALY, GERMANY, ENGLAND",0,0,0
5baf6705848bbd0001d6fc8a,1,1,1. Geography,COLOMBIA,5,"Highest Point, Is the country landlocked?, Native Animals, Area, Average Temperature (between 1991-2020)","ECUADOR, URUGUAY, PERU",0,0,0
5baf6705848bbd0001d6fc8a,1,2,2. Economy & Politics,COLOMBIA,4,"Is the country a member of the OECD, NATO and/or UN?, Most Exported Food Products, Does the country have a monarchy?, Does their government have a prime minister?","ECUADOR, URUGUAY, PERU, COLOMBIA, BRAZIL",1,COLOMBIA,4
5baf6705848bbd0001d6fc8a,1,3,3. People & Culture,COLOMBIA,4,"Overall population, Number of medals at the Tokyo Olympics, Most Prevalent Religion, Number of FIFA World Cups that the country's team qualified for, and their best performance","ECUADOR, URUGUAY, PERU, COLOMBIA, BRAZIL, PARAGUAY",1,COLOMBIA,4
5baf6705848bbd0001d6fc8a,2,1,1. Geography,BOTSWANA,4,"Number of other countries it shares a land border with, Is the country landlocked?, Native Animals, % area that is covered by forest","UGANDA, SENEGAL, ALGERIA",0,0,0
5baf6705848bbd0001d6fc8a,2,2,2. Economy & Politics,BOTSWANA,4,"Does the country have a monarchy?, Most Exported Food Products, Is the country a member of the OECD, NATO and/or UN?, Does their government have a prime minister?","UGANDA, SENEGAL, ALGERIA, KENYA",0,0,0
5baf6705848bbd0001d6fc8a,2,3,3. People & Culture,BOTSWANA,3,"Number of FIFA World Cups that the country's team qualified for, and their best performance, Most Prevalent Religion, Number of medals at the Tokyo Olympics","UGANDA, SENEGAL, ALGERIA, KENYA, SUDAN, ZIMBABWE",0,0,0
5baf6705848bbd0001d6fc8a,3,1,1. Geography,GREECE,3,"Is the country landlocked?, Native Animals, Average Temperature (between 1991-2020)","HUNGARY, SERBIA",0,0,0
5baf6705848bbd0001d6fc8a,3,2,2. Economy & Politics,GREECE,4,"Is the country a member of the OECD, NATO and/or UN?, Most Exported Food Products, Does the country have a monarchy?, The Economist's Democracy Index Rating","HUNGARY, SERBIA, MACEDONIA",0,0,0
5baf6705848bbd0001d6fc8a,3,3,3. People & Culture,GREECE,3,"Number of medals at the Tokyo Olympics, Number of FIFA World Cups that the country's team qualified for, and their best performance, Most Prevalent Religion","HUNGARY, SERBIA, MACEDONIA",0,0,0
5baf6705848bbd0001d6fc8a,4,1,1. Geography,MONGOLIA,6,"Native Animals, Number of other countries it shares a land border with, Area, Highest Point, Is the country landlocked?, % area that is water","NEPAL, PAKISTAN",0,0,0
5baf6705848bbd0001d6fc8a,4,2,2. Economy & Politics,MONGOLIA,4,"Is the country a member of the OECD, NATO and/or UN?, Does their government have a prime minister?, Most Exported Food Products, Does the country have a monarchy?","NEPAL, PAKISTAN, MONGOLIA, BANGLADESH",1,MONGOLIA,3
5baf6705848bbd0001d6fc8a,4,3,3. People & Culture,MONGOLIA,4,"Overall population, Most Prevalent Religion, Number of medals at the Tokyo Olympics, Number of FIFA World Cups that the country's team qualified for, and their best performance","NEPAL, PAKISTAN, MONGOLIA, BANGLADESH, YEMEN, JORDAN",1,MONGOLIA,3
5baf6705848bbd0001d6fc8a,5,1,1. Geography,SWITZERLAND,6,"Is the country landlocked?, Average Temperature (between 1991-2020), Native Animals, Highest Point, Area, Number of other countries it shares a land border with","DENMARK, ICELAND",0,0,0
5baf6705848bbd0001d6fc8a,5,2,2. Economy & Politics,SWITZERLAND,4,"Is the country a member of the OECD, NATO and/or UN?, Most Exported Food Products, Does the country have a monarchy?, Does their government have a prime minister?","DENMARK, ICELAND, CROATIA, MONTENEGRO, MACEDONIA",0,0,0
5baf6705848bbd0001d6fc8a,5,3,3. People & Culture,SWITZERLAND,4,"Population in the capital city, Most Prevalent Religion, Overall population, Number of FIFA World Cups that the country's team qualified for, and their best performance","DENMARK, ICELAND, CROATIA, MONTENEGRO, MACEDONIA, SLOVENIA",0,0,0
5baf6705848bbd0001d6fc8a,6,1,1. Geography,SOUTH KOREA,4,"Native Animals, Area, Highest Point, Number of other countries it shares a land border with","OMAN, YEMEN",0,0,0
5baf6705848bbd0001d6fc8a,6,2,2. Economy & Politics,SOUTH KOREA,5,"Is the country a member of the OECD, NATO and/or UN?, Does the country have a monarchy?, Most Exported Food Products, Does their government have a prime minister?, Does the country have a monarchy?","OMAN, YEMEN, PHILIPPINES",0,0,0
5baf6705848bbd0001d6fc8a,6,3,3. People & Culture,SOUTH KOREA,3,"Most Prevalent Religion, Population in the capital city, Overall population","OMAN, YEMEN, PHILIPPINES, NORTH KOREA, BRUNEI",0,0,0
5c59baa95e09ea00015521d9,1,1,1. Geography,SWITZERLAND,4,"Is the country landlocked?, Native Animals, Number of other countries it shares a land border with, Area","LUXUMBERG, DENMARK",0,0,0
5c59baa95e09ea00015521d9,1,2,2. Economy & Politics,SWITZERLAND,4,"Is the country a member of the OECD, NATO and/or UN?, Most Exported Food Products, World Happiness Ranking, Does the country have a monarchy?","LUXUMBERG, DENMARK",0,0,0
5c59baa95e09ea00015521d9,1,3,3. People & Culture,SWITZERLAND,2,"Number of Colours in the country's flag, Population in the capital city","LUXUMBERG, DENMARK",0,0,0
5c59baa95e09ea00015521d9,2,1,1. Geography,MONGOLIA,5,"Native Animals, Average Temperature (between 1991-2020), Area, Number of other countries it shares a land border with, Native Animals",RUSSIA,0,0,0
5c59baa95e09ea00015521d9,2,2,2. Economy & Politics,MONGOLIA,5,"Does the country have a monarchy?, World Happiness Ranking, Does their government have a prime minister?, GDP per capita in 2022, Is the country a member of the OECD, NATO and/or UN?","RUSSIA, MONOGOLA",1,MONOGOLA,2
5c59baa95e09ea00015521d9,2,3,3. People & Culture,MONGOLIA,2,"Most Prevalent Religion, Overall population","RUSSIA, MONOGOLA",1,MONOGOLA,2
5c59baa95e09ea00015521d9,3,1,1. Geography,GREECE,11,"Native Animals, Is the country landlocked?, Area, Number of other countries it shares a land border with, % area that is covered by forest, % area that is water, Average Rainfall in 2017 (mm per year), Average Temperature (between 1991-2020), Time Zone (UTC), Highest Point, Is the country landlocked?",ROMANIA,0,0,0
5c59baa95e09ea00015521d9,3,2,2. Economy & Politics,GREECE,2,"World Happiness Ranking, Most Exported Food Products","ROMANIA, SOLVENIA",0,0,0
5c59baa95e09ea00015521d9,3,3,3. People & Culture,GREECE,4,"Number of FIFA World Cups that the country's team qualified for, and their best performance, Overall population, Unemployment Rate % (2021), Number of medals at the Tokyo Olympics","ROMANIA, SOLVENIA",0,0,0
5c59baa95e09ea00015521d9,4,1,1. Geography,BOTSWANA,5,"Native Animals, Is the country landlocked?, Average Temperature (between 1991-2020), Time Zone (UTC), % area that is covered by forest",NIGERIA,0,0,0
5c59baa95e09ea00015521d9,4,2,2. Economy & Politics,BOTSWANA,3,"Does the country have a monarchy?, Does their government have a prime minister?, World Happiness Ranking",NIGERIA,0,0,0
5c59baa95e09ea00015521d9,4,3,3. People & Culture,BOTSWANA,2,"Population Density, Number of Colours in the country's flag",NIGERIA,0,0,0
