ParticipantID,What is the capital of Finland?,Which of these is NOT the name of one of the three major island groups in the Pacific Ocean?,Transylvania is a region in which country?,What is the capital of Brazil?,Which of these countries does NOT have a ‘dollar’ as a form of currency?,Which ocean separates the eastern coast of USA and Western Europe?,The Amazon Rainforest is in which continent?,Which of these deserts are in South America?,Madagascar is a country in which continent?,"The Angkor Wat is the largest religious monument in the world, located in which country?",Which country has won more FIFA world cups than any other country?,What did Ceylon change its name to in 1972?,What is the capital of Canada?,What is the name of the microstate located between Spain and France?,What is the name of the largest river to flow through Paris?,Constantinople and Byzantium are former names of which major city?,What African country has the largest population?,Score,BFE: I see myself as someone who is talkative,BFA(REV): I see myself as someone who tends to find fault with others,BFC: I see myself as someone who does a thorough job,"BFN: I see myself as someone who is depressed, blue","BFO: I see myself as someone who is original, comes up with new ideas",BFE(REV): I see myself as someone who is reserved,BFA: I see myself as someone who is helpful and unselfish with others,BFC(REV): I see myself as someone who can be somewhat careless,"BFN(REV): I see myself as someone who is relaxed, handles stress well",BFO: I see myself as someone who is curious about many different things,BFE: I see myself as someone who is full of energy,BFA(REV): I see myself as someone who starts quarrels with others,BFC: I see myself as someone who is a reliable worker,BFN: I see myself as someone who can be tense,"BFO: I see myself as someone who is ingenious, a deep thinker",BFE: I see myself as someone who generates a lot of enthusiasm,BFA: I see myself as someone who has a forgiving nature,BFC(REV): I see myself as someone who tends to be disorganised,BFN: I see myself as someone who worries a lot,BFO: I see myself as someone who has an active imagination,BFE(REV): I see myself as someone who tends to be quiet,BFA: I see myself as someone who is generally trusting,BFC(REV): I see myself as someone who tends to be lazy,"BFN(REV): I see myself as someone who is emotionally stable, not easily upset",BFO: I see myself as someone who is inventive,BFE: I see myself as someone who has an assertive personality,BFA(REV): I see myself as someone who can be cold and aloof,BFC: I see myself as someone who perseveres until the task is finished,BFN: I see myself as someone who can be moody,"BFO: I see myself as someone who values artistic, aesthetic experiences","BFE(REV): I see myself as someone who is sometimes shy, inhibited",BFA: I see myself as someone who is considerate and kind to almost everyone,BFC: I see myself as someone who does things efficiently,BFN(REV): I see myself as someone who remains calm in tense situations,BFO(REV): I see myself as someone who prefers work that is routine,"BFE: I see myself as someone who is outgoing, sociable",BFA(REV): I see myself as someone who is sometimes rude to others,BFC: I see myself as someone who makes plans and follows through with them,BFN: I see myself as someone who gets nervous easily,"BFO: I see myself as someone who likes to reflect, play with ideas",BFO(REV): I see myself as someone who has few artistic interests,BFA: I see myself as someone who likes to cooperate with others,BFC(REV): I see myself as someone who is easily distracted,"BFO: I see myself as someone who is sophisticated in art, music or literature",DMR: I prefer to gather all the necessary information before committing to a decision.,DMR: I thoroughly evaluate decision alternatives before making a final choice.,"DMR: In decision making, I take time to contemplate the pros/cons or risks/benefits of a situation.",DMR: Investigating the facts is an important part of my decision-making process.,DMR: I weigh a number of different factors when making decisions.,"DMI: When making decisions, I rely mainly on my gut feelings.",DMI: My initial hunch about decisions is generally what I follow.,DMI: I make decisions based on intuition.,DMI: I rely on my first impressions when making decisions.,DMI: I weight feelings more than analysis in making decisions.
5e6473fbc15dbe1f71eea95b,Copenhagen,Odesia,Albania,Sao Paulo,Hong Kong,Atlantic,North America,Patagonian,Africa,Cambodia,Argentina,India,Ottawa,Liechtenstein,Seine,Rome,South Africa,7,4,2,4,4,4,4,4,2,3,4,3,1,4,4,4,4,4,2,5,4,3,4,2,3,4,4,2,4,4,5,3,4,3,3,3,3,2,4,5,4,1,3,4,4,4,4,4,4,4,4,3,3,2,4
614b55e22ff3944a165736bb,Helsinki,Odesia,Romania,Brasilia,Vietnam,Atlantic,South America,Patagonian,Asia,Thailand,Brazil,Sri Lanka,Ottawa,Andorra,Seine,Istanbul,Nigeria,15,4,4,4,1,4,4,4,2,4,4,3,2,4,2,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,4,3,4,2,4,4,4,4,4,4,4,4,3,3,3,3,3
6012ed349807110d8eb941a6,Helsinki,Melanesia,Bosnia,Rio de Janeiro,Hong Kong,Pacific,South America,Great Basin,Africa,Laos,Brazil,Pakistan,Ottawa,Liechtenstein,Rhine,Athens,Nigeria,6,2,5,5,4,3,5,2,1,2,4,2,3,5,5,4,3,2,1,5,5,5,2,1,1,2,5,4,5,5,4,5,5,5,2,5,1,2,5,5,3,1,3,5,4,5,5,5,5,5,2,2,2,2,2
5e6796a0ae143c03b3033195,Helsinki,Odesia,Romania,Rio de Janeiro,Vietnam,Atlantic,South America,Patagonian,Africa,Cambodia,Brazil,Pakistan,Toronto,Andorra,Rhine,Istanbul,Nigeria,13,4,4,2,2,2,3,4,3,4,5,2,2,3,2,4,4,2,4,2,2,5,4,5,3,3,5,4,3,4,4,4,4,3,3,3,4,2,3,2,3,2,3,2,4,5,4,4,3,4,3,2,3,2,3
612ba6c594a6d54154a88ae7,Helsinki,Melanesia,Romania,Rio de Janeiro,Hong Kong,Pacific,North America,Gobi,Africa,Thailand,Argentina,Bangladesh,Vancouver,San Marino,Rhine,Athens,Ghana,3,4,1,4,1,5,3,5,1,5,5,5,1,4,1,5,5,5,1,1,5,2,4,1,5,4,5,1,4,1,1,1,4,5,4,4,5,4,5,2,4,1,4,1,1,4,5,4,5,5,2,4,4,5,2
613bbfebd7cdd60585f6a3a2,Copenhagen,Odesia,Romania,Sao Paulo,Hong Kong,Atlantic,South America,Patagonian,Africa,Thailand,Brazil,Bangladesh,Toronto,Andorra,Vienne,Rome,Egypt,8,4,3,4,1,4,3,4,2,5,4,4,1,4,2,4,4,4,3,2,4,2,2,3,5,4,4,2,4,2,4,2,4,4,4,3,4,2,4,2,4,3,4,2,2,4,4,4,4,4,3,4,3,4,3
5cc7443b836ddc0016fec706,Helsinki,Odesia,Romania,Sao Paulo,Vietnam,Atlantic,South America,Patagonian,Africa,Cambodia,Brazil,Sri Lanka,Ottawa,Andorra,Seine,Istanbul,Nigeria,16,2,1,5,1,3,3,4,2,3,5,4,1,5,2,3,4,3,2,1,4,4,3,2,5,3,2,2,5,1,3,3,4,5,4,2,3,1,5,2,4,4,4,2,3,5,5,5,5,5,1,1,1,1,1
5ed377271691ea000c548cb0,Oslo,Odesia,Romania,Brasilia,New Zealand,Atlantic,South America,Patagonian,Africa,Laos,Brazil,Sri Lanka,Quebec,Andorra,Seine,Istanbul,Nigeria,13,5,1,4,2,4,5,5,1,4,4,4,4,5,3,4,5,5,2,4,4,2,5,1,4,4,4,2,5,3,4,2,4,4,4,2,5,1,4,2,4,4,5,2,3,4,4,4,5,4,1,2,2,2,2
61267b828ead584bcf092e35,Stockholm,Micronesia,Romania,Rio de Janeiro,Hong Kong,Atlantic,South America,Great Basin,South America,Thailand,Brazil,Sri Lanka,Toronto,Luxenbourg,Seine,Istanbul,Nigeria,8,4,1,5,1,5,5,5,1,4,5,5,1,5,2,5,5,5,1,5,5,5,5,1,5,5,5,1,5,1,5,5,5,5,5,5,4,1,5,4,5,3,5,1,5,5,5,5,5,5,4,4,4,4,2
5f0cc31363e0816c1b0db7e1,Helsinki,Polynesia,Romania,Rio de Janeiro,Vietnam,Atlantic,North America,Kalahari,Africa,Cambodia,Argentina,Sri Lanka,Ottawa,Liechtenstein,Seine,Istanbul,South Africa,10,4,4,4,3,4,4,4,2,3,4,3,3,5,4,4,4,4,2,4,5,4,3,4,4,4,4,4,4,3,3,2,4,4,3,3,3,2,4,3,4,4,3,3,3,3,4,3,4,3,3,3,4,4,2
5fa2b0b5a0ba5e4c859ec520,Helsinki,Odesia,Romania,Sao Paulo,Vietnam,Pacific,Central America,Gobi,Africa,Cambodia,Argentina,Sri Lanka,Toronto,Luxenbourg,Rhine,Istanbul,Nigeria,9,4,4,5,4,4,4,4,3,2,4,2,1,5,3,4,4,4,4,3,4,3,5,3,2,4,2,1,4,4,3,4,5,4,4,4,4,1,4,2,3,3,3,4,3,5,4,5,4,4,3,4,3,4,3
63bd84ca385caa952ea5cc78,Helsinki,Melanesia,Czechia,Brasilia,Vietnam,Atlantic,South America,Kalahari,Africa,Laos,Brazil,Sri Lanka,Toronto,Liechtenstein,Seine,Rome,Egypt,9,1,5,5,4,4,5,4,2,5,4,2,4,4,4,5,2,4,1,4,5,5,4,2,4,4,5,5,5,2,4,4,2,4,5,4,1,4,4,2,5,3,1,2,4,5,5,5,5,5,2,2,3,3,2
58a43e029a17120001d910d5,Helsinki,Micronesia,Romania,Brasilia,Hong Kong,Atlantic,South America,Patagonian,Africa,Mongolia,Brazil,Sri Lanka,Ottawa,Andorra,Seine,Istanbul,Nigeria,14,1,5,5,4,4,5,2,1,1,5,3,2,5,5,4,1,2,1,5,5,5,1,1,1,4,3,5,5,5,5,5,2,4,1,3,1,4,5,5,4,1,4,1,4,5,5,5,5,5,1,1,1,2,1
62fb79e7c968f4fc555d1e2f,Helsinki,Melanesia,Albania,Brasilia,Vietnam,,South America,Patagonian,Asia,Thailand,Brazil,Sri Lanka,Ottawa,Andorra,Seine,Istanbul,South Africa,11,4,4,5,1,4,4,4,2,4,4,4,1,4,2,4,4,4,2,2,4,2,4,2,4,4,4,2,4,3,4,3,4,4,4,4,4,2,4,1,4,4,4,2,4,4,4,4,3,4,3,4,4,4,2
60a45d758006be79e8b07ed9,Helsinki,Odesia,Romania,Brasilia,Vietnam,Atlantic,South America,Patagonian,Africa,Cambodia,Brazil,Bangladesh,Ottawa,Andorra,Seine,Istanbul,Nigeria,16,5,3,5,1,4,3,5,2,3,5,5,1,5,4,5,5,2,2,4,5,2,3,4,4,5,5,2,4,2,5,2,5,5,5,5,5,2,3,4,5,1,5,4,5,3,3,4,2,3,4,5,5,4,3
6102ef0e02eefcbe5a7aa08d,Stockholm,Polynesia,Albania,Rio de Janeiro,New Zealand,Pacific,Central America,Patagonian,Europe,Laos,Brazil,Sri Lanka,Toronto,Liechtenstein,Vienne,Istanbul,Nigeria,5,3,4,3,4,4,4,4,2,1,2,3,1,5,2,5,3,5,4,5,4,3,3,4,2,2,2,3,2,4,2,4,5,4,1,5,5,1,2,5,5,1,3,5,5,4,5,5,2,5,4,4,4,3,4
5bb0cc738f3bd70001e513e3,Helsinki,Micronesia,Romania,Rio de Janeiro,Vietnam,Pacific,South America,Patagonian,Africa,Cambodia,Germany,Sri Lanka,Quebec,Liechtenstein,Rhine,Istanbul,Nigeria,10,2,4,5,4,4,5,4,2,3,4,4,3,5,4,5,4,5,1,5,5,5,5,1,3,4,4,4,5,4,5,4,4,5,4,5,1,4,5,4,4,2,4,2,4,4,4,4,5,4,2,2,2,2,1
5f16f559325a640008bb9a07,Helsinki,Odesia,Romania,Sao Paulo,Singapore,Pacific,Central America,Gobi,Africa,Cambodia,Brazil,Bangladesh,Ottawa,Andorra,Seine,Istanbul,Ghana,10,3,2,5,1,5,4,4,1,4,5,4,1,4,1,5,3,4,2,2,4,4,5,2,4,4,4,1,4,2,5,4,4,4,4,5,4,1,4,1,4,1,3,2,5,5,5,4,4,5,3,4,3,3,3
5f8eeed471a1830af422d7a1,Helsinki,Micronesia,Albania,Rio de Janeiro,Vietnam,Pacific,Asia,Great Basin,South America,Cambodia,Argentina,Sri Lanka,Toronto,Luxenbourg,Seine,Athens,South Africa,5,5,2,4,2,2,2,4,5,2,5,2,1,4,4,4,2,1,4,5,5,2,4,2,1,2,2,1,2,5,4,2,5,2,1,4,5,1,2,2,2,4,5,5,2,2,2,1,2,2,5,5,5,5,2
5e24fbd4e1f467771c234e5f,Oslo,Polynesia,Albania,Rio de Janeiro,Hong Kong,,South America,Great Basin,Asia,Mongolia,France,Bangladesh,Vancouver,Luxenbourg,Vienne,Kabul,Egypt,1,5,1,5,1,5,4,5,1,5,5,5,1,5,1,5,5,5,1,1,5,5,1,1,5,5,5,1,5,1,5,1,5,5,5,5,1,1,5,1,5,5,5,1,5,4,4,4,5,4,4,4,4,4,4
5e8ef2059eeb7a1af7502f3c,Helsinki,Odesia,Romania,Brasilia,Vietnam,Atlantic,South America,Patagonian,Africa,Cambodia,Brazil,Sri Lanka,Ottawa,Andorra,Seine,Istanbul,Nigeria,17,5,4,5,5,4,4,5,5,3,5,2,5,5,5,4,4,2,1,5,5,2,3,2,2,5,5,1,5,5,4,5,4,4,3,4,4,5,5,4,5,4,4,2,3,5,5,5,5,5,2,4,2,3,2
5e9027110aacc7320bd9a84b,Helsinki,Odesia,Romania,Brasilia,Vietnam,Atlantic,South America,Patagonian,Africa,Cambodia,Brazil,Sri Lanka,Toronto,Andorra,Seine,Istanbul,Nigeria,16,4,4,5,3,5,4,4,5,3,5,4,2,5,4,4,3,2,4,4,4,3,4,5,4,4,3,2,4,3,4,3,3,4,3,2,2,2,3,4,5,1,3,2,4,4,4,4,3,4,4,3,3,4,3
5d67b6d92b7448000173d95a,Helsinki,Odesia,Romania,Sao Paulo,Hong Kong,Atlantic,South America,Patagonian,Africa,,Brazil,Sri Lanka,Vancouver,Andorra,Seine,Istanbul,Egypt,12,2,2,4,3,2,4,3,3,2,3,2,2,4,3,3,2,3,3,4,2,5,4,3,3,2,2,3,4,3,3,5,4,4,3,5,2,3,4,4,3,4,3,4,2,4,4,4,4,4,2,2,2,2,3
5e38397719e44f0244389781,Oslo,Odesia,Czechia,Rio de Janeiro,Hong Kong,Atlantic,South America,Gobi,Africa,Laos,Argentina,Sri Lanka,Ottawa,Luxenbourg,Seine,Rome,South Africa,7,5,3,4,2,4,4,4,2,2,4,5,1,4,4,3,5,4,4,5,2,4,5,2,5,4,2,2,4,1,3,4,5,4,4,3,4,2,5,4,4,4,4,5,2,2,4,5,4,4,3,3,4,4,2
6287745dd285a8be832879dc,Copenhagen,,Czechia,Rio de Janeiro,New Zealand,Pacific,South America,Kalahari,Africa,Mongolia,Brazil,Sri Lanka,Toronto,Luxenbourg,Vienne,Rome,Egypt,4,2,2,4,1,4,4,4,2,4,4,4,2,4,2,4,4,4,2,2,4,4,5,2,5,4,3,2,4,2,4,4,5,5,4,3,3,2,4,2,4,2,4,2,3,5,4,4,4,5,2,2,2,4,2
6142421ec0a42fa3dafe6518,Helsinki,Micronesia,Romania,Brasilia,Hong Kong,Atlantic,South America,Patagonian,Africa,Cambodia,Brazil,Sri Lanka,Toronto,Andorra,Nile,Istanbul,South Africa,12,5,3,4,1,4,4,5,2,5,4,5,4,4,4,2,3,2,1,1,5,4,4,1,3,4,3,5,4,4,5,4,4,3,4,4,5,4,3,1,4,2,4,2,5,4,4,4,4,4,2,2,2,2,2
5e60f63ee6385a000bcbffc9,Helsinki,Melanesia,Romania,Brasilia,Vietnam,Atlantic,South America,Gobi,Africa,Cambodia,Brazil,Sri Lanka,Ottawa,San Marino,Seine,Istanbul,Egypt,13,4,3,3,2,4,3,4,2,3,4,4,1,3,2,3,4,5,4,2,4,2,4,5,4,3,3,4,3,1,4,3,4,3,3,4,4,1,3,2,4,3,3,2,4,5,5,5,5,5,1,1,1,1,1
6176966806de000024ed0ddf,Helsinki,,Albania,Sao Paulo,Hong Kong,,South America,Gobi,South America,Cambodia,France,,Ottawa,Luxenbourg,Seine,,Nigeria,6,4,1,4,1,5,2,4,4,5,4,5,1,5,1,5,5,5,5,1,5,2,5,4,5,5,2,4,1,1,4,2,5,5,4,1,4,1,1,1,4,4,4,2,4,1,1,2,2,2,5,4,5,5,5
59cbec4f0aaf750001213f9c,Oslo,Micronesia,Romania,Brasilia,New Zealand,Atlantic,Central America,Great Basin,Africa,Mongolia,Germany,Bangladesh,Ottawa,Andorra,Rhine,Istanbul,South Africa,7,4,3,4,4,2,4,4,2,1,4,2,3,4,5,3,4,4,4,5,4,2,4,4,2,2,4,2,4,4,2,4,4,2,1,4,4,2,5,5,3,2,4,5,2,4,4,5,4,5,1,2,2,2,2
57a5c633275be6000135b61c,Oslo,Odesia,Romania,Rio de Janeiro,Hong Kong,Pacific,Asia,Kalahari,Africa,Mongolia,Germany,Bangladesh,Quebec,Luxenbourg,Vienne,Istanbul,Ghana,4,5,1,4,2,4,4,5,4,3,5,1,1,5,2,5,4,5,4,4,5,2,5,4,3,4,5,2,5,2,5,2,5,3,2,2,5,2,4,2,4,1,4,4,4,5,4,4,5,5,3,4,4,2,3
5f06eefaf3fc742667b4e79d,Helsinki,Odesia,Romania,Rio de Janeiro,Hong Kong,Atlantic,South America,Patagonian,Africa,Thailand,Brazil,Sri Lanka,Toronto,,Seine,Istanbul,Nigeria,12,3,2,4,1,3,4,4,2,4,5,4,2,4,3,4,4,5,1,2,3,4,5,1,4,3,4,2,5,2,2,4,5,4,3,3,3,2,5,2,4,3,5,2,2,5,5,5,4,4,3,3,2,3,3
601fe0de101ae05414812f4d,Helsinki,Odesia,Romania,Brasilia,Singapore,Atlantic,South America,,Africa,Laos,Brazil,Sri Lanka,,Liechtenstein,Seine,Istanbul,Nigeria,12,2,1,3,4,2,4,3,4,4,4,3,1,5,2,4,4,5,3,5,5,4,2,3,4,2,3,4,2,5,4,2,4,4,4,5,3,3,2,4,4,2,2,4,5,4,3,2,3,3,4,4,4,3,4
594abd98215cbd000146debc,Stockholm,Odesia,Romania,Rio de Janeiro,Vietnam,Atlantic,Central America,Gobi,Africa,Laos,Argentina,Sri Lanka,Vancouver,San Marino,Nile,Istanbul,Nigeria,8,4,1,5,1,4,2,4,2,4,4,4,1,4,2,3,4,4,1,2,3,2,4,1,4,3,4,1,4,2,3,2,4,4,4,3,5,1,4,2,4,2,4,2,2,4,4,4,4,3,2,3,3,2,2
6311b67cfbf71fef17be1dd3,Helsinki,Odesia,Romania,Rio de Janeiro,Vietnam,Atlantic,South America,,Africa,Cambodia,Germany,Sri Lanka,Vancouver,,Seine,,Egypt,10,5,5,4,1,5,3,4,4,3,5,3,3,5,5,4,4,4,5,5,5,2,4,5,3,5,3,1,5,4,5,2,3,4,2,1,5,4,4,4,5,4,4,4,3,4,4,4,4,4,3,3,3,3,2
5e9569e57ca863415e6359bc,Helsinki,Odesia,Romania,Brasilia,Hong Kong,Atlantic,Central America,Patagonian,Africa,Thailand,Brazil,Sri Lanka,Ottawa,Andorra,Seine,Rome,Nigeria,13,1,4,2,5,1,5,4,5,4,4,1,1,4,4,1,2,5,5,5,4,5,5,5,3,1,4,2,2,3,3,5,5,3,2,3,4,3,2,5,3,5,4,5,1,4,3,3,2,3,4,2,4,5,5
60fe8de5380ae67bf7370ac8,Stockholm,Melanesia,Romania,Brasilia,Hong Kong,Atlantic,South America,Great Basin,Africa,Cambodia,Brazil,Sri Lanka,Ottawa,Liechtenstein,,Rome,Nigeria,10,5,4,4,2,4,2,4,4,4,4,4,2,5,4,4,5,4,2,5,4,2,4,4,1,4,4,2,4,5,5,2,4,2,2,5,5,4,4,5,2,4,5,2,4,4,4,4,4,2,4,4,3,2,2
60b7bb77c573c1a28d072811,Helsinki,Odesia,Romania,Brasilia,Vietnam,Atlantic,South America,Gobi,Africa,Cambodia,Brazil,Sri Lanka,Ottawa,Andorra,Rhine,Istanbul,Nigeria,15,4,4,2,4,4,3,3,4,2,4,3,2,2,5,2,2,4,3,5,2,2,5,5,2,2,5,4,2,4,4,4,2,2,1,1,2,4,2,5,5,3,2,5,3,5,5,5,4,4,2,2,2,2,1
5c6400cbcb937d00012d8866,Helsinki,Odesia,Albania,Brasilia,New Zealand,Atlantic,Central America,Patagonian,Africa,Mongolia,Brazil,Sri Lanka,Ottawa,Liechtenstein,Nile,Rome,South Africa,9,3,2,4,2,5,4,4,2,4,3,4,2,4,3,4,4,3,2,3,5,3,3,3,4,5,3,3,4,3,4,3,3,4,5,3,4,2,3,2,4,2,3,2,4,4,4,4,5,4,3,3,3,2,2
5a3bdd2c8d005a0001829f3e,Helsinki,Melanesia,Albania,Rio de Janeiro,Hong Kong,Atlantic,South America,Great Basin,Africa,Mongolia,Brazil,Bangladesh,Ottawa,Andorra,Seine,Athens,South Africa,8,5,1,5,1,5,3,5,1,5,5,5,1,5,1,5,5,5,1,1,5,1,5,1,5,5,1,1,5,1,5,1,5,5,5,3,5,1,5,1,5,1,5,1,5,5,5,5,5,5,1,1,1,1,1
617305abc8cde4cf0e08255b,Oslo,Odesia,Albania,Sao Paulo,Hong Kong,Atlantic,South America,Patagonian,Asia,Thailand,Brazil,Sri Lanka,Vancouver,Andorra,Seine,Istanbul,Nigeria,10,3,2,5,1,4,4,4,2,4,5,4,1,4,4,4,4,2,1,2,5,4,5,1,4,5,3,2,4,2,4,4,5,5,4,4,3,1,4,2,4,4,4,1,3,4,5,4,5,5,4,4,3,3,3
60cdae5d942a76a98eba611a,Copenhagen,Micronesia,Romania,Rio de Janeiro,,Pacific,South America,Patagonian,Africa,,Brazil,,Toronto,San Marino,,Athens,,5,4,1,5,1,5,5,5,1,5,5,5,1,5,2,3,5,5,1,1,5,2,5,1,5,5,5,1,5,1,5,1,5,5,5,5,5,1,5,1,5,5,5,1,5,5,5,5,5,5,3,4,4,3,2
601129f77e0c21000b0c408a,Helsinki,Odesia,Romania,Rio de Janeiro,Vietnam,Atlantic,South America,Great Basin,Africa,Mongolia,Brazil,,Toronto,Luxenbourg,Vienne,Athens,Nigeria,9,2,2,4,2,4,5,4,4,4,5,4,2,5,4,4,2,4,2,4,4,4,4,4,2,4,4,4,5,4,5,2,3,3,4,2,4,4,5,1,4,1,4,3,3,5,4,4,4,4,3,3,3,2,2
5f600669b846780f0fe45709,Helsinki,Odesia,Bosnia,Rio de Janeiro,Hong Kong,Pacific,South America,Great Basin,Asia,Thailand,Brazil,Sri Lanka,Toronto,Luxenbourg,Vienne,Rome,South Africa,5,4,5,5,4,2,3,5,5,1,4,2,5,5,4,5,2,1,1,5,5,5,4,4,1,3,2,4,5,4,4,5,2,3,1,3,4,4,2,5,3,4,3,5,4,2,3,1,4,2,4,4,5,3,4
