participantID,trialNum,stage,stageName,trueCondition,requestedTests,likelihoodChange,uniqueTests,pastTests,currentTests,possibleTest,proportionOfInfo,testNames,numOfDifferentials,confidence,perceivedDifficulty,highestSeverity,highestLikelihood,likelihoods,severities,sevOfHighestLikelihood,treatmentPlan,differentials,correct,correctDiagnosisText,correctDiagnosisIdx,highestLikelihoodValue,highestLikelihoodDifferential,highestLikelihoodCorrect
2nx9kt,5,3,Testing,ULCERATIVE COLITIS,8,0,8,0,8,10,0.8,"Venous Blood Gas, UREA and Electrolytes, Clotting Test, Chest XRay, FBC, Abdominal CT Scan, Other Biochemistry Tests, CRP and ESR",6,0.71,6,3,7,"7, 5, 3, 5, 2, 7","2, 2, 2, 1, 3, 2",2,Not Provided,"DIVERTICULITIS, BOWEL CANCER, IBD, GASTROENTERITIS, UPPER GI BLEED, COLITIS",1,COLITIS,6,7,"DIVERTICULITIS, COLITIS",1
2nx9kt,6,1,Patient History,AORTIC DISSECTION,7,0,6,0,6,6,1,"Social History, Past Medical History, Present Illness History, Allergies, Family History, Medication",5,0.24,8,2,6,"5, 3, 5, 5, 6","0, 2, 2, 2, 2",2,Not Provided,"RAMIPRIL INDUCED COUGH, TB, PNEUMONIA, PE, LUNG CANCER",1,PE,4,6,LUNG CANCER,0
2nx9kt,6,2,Physical Exmination,AORTIC DISSECTION,10,0,10,0,10,13,0.769230769,"Measure Temperature, Assess Respiratory Rate, Auscultate the Heart, NeckThroat Examination, Assess Extremities, Auscultate Lungs, Take Pulse, Measure Blood Pressure, Abdomen Examination, Assess Eyes",7,0.41,8,2,6,"5, 3, 5, 5, 6, 4, 4","0, 2, 2, 2, 2, 2, 2",2,Not Provided,"RAMIPRIL INDUCED COUGH, TB, PNEUMONIA, PE, LUNG CANCER, AORTIC DISSECTION, HEART FAILURE",1,PE,4,6,LUNG CANCER,0
2nx9kt,6,3,Testing,AORTIC DISSECTION,8,0,8,1,7,10,0.7,"Clotting Test, FBC, Venous Blood Gas, UREA and Electrolytes, CRP and ESR, Other Biochemistry Tests, Chest XRay, Present Illness History",7,0.59,8,2,8,"3, 1, 1, 2, 7, 3, 8","0, 2, 2, 2, 2, 2, 2",2,Not Provided,"RAMIPRIL INDUCED COUGH, TB, PNEUMONIA, PE, LUNG CANCER, AORTIC DISSECTION, HEART FAILURE",1,PE,4,8,HEART FAILURE,0
3dkbrg,1,1,Patient History,MILIARY TB,7,0,6,0,6,6,1,"Present Illness History, Past Medical History, Medication, Family History, Allergies, Social History",3,0.11,6,3,4,"4, 3, 4","3, 2, 2",3,Not Provided,"INFECTION (E.G. SECONDARY TO PANCYTOPENIA), LEUKAEMIA (E.G. ACUTE MYELOID LEUKAEMIA), EXACERBATION OF MYELODYSPLASIA",0,0,0,4,"INFECTION (E.G. SECONDARY TO PANCYTOPENIA), EXACERBATION OF MYELODYSPLASIA",0
3dkbrg,1,2,Physical Exmination,MILIARY TB,11,0,10,0,10,13,0.769230769,"Assess Respiratory Rate, Assess Eyes, Take Pulse, Measure Blood Pressure, Auscultate Lungs, Measure Temperature, Abdomen Examination, NeckThroat Examination, Auscultate the Heart, Assess Extremities",3,0.21,6,3,7,"7, 2, 4","3, 2, 2",3,Not Provided,"INFECTION (E.G. SECONDARY TO PANCYTOPENIA), LEUKAEMIA (E.G. ACUTE MYELOID LEUKAEMIA), HEART FAILURE",0,0,0,7,INFECTION (E.G. SECONDARY TO PANCYTOPENIA),0
3dkbrg,1,3,Testing,MILIARY TB,8,0,8,0,8,10,0.8,"Chest XRay, FBC, CRP and ESR, UREA and Electrolytes, ECG, Urine Dipstick, Venous Blood Gas, Other Biochemistry Tests",3,0.29,6,3,8,"8, 2, 5","3, 2, 2",3,Not Provided,"INFECTION (E.G. SECONDARY TO PANCYTOPENIA), LEUKAEMIA (E.G. ACUTE MYELOID LEUKAEMIA), HEART FAILURE",0,0,0,8,INFECTION (E.G. SECONDARY TO PANCYTOPENIA),0
3dkbrg,2,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,7,0,6,0,6,6,1,"Present Illness History, Past Medical History, Medication, Allergies, Family History, Social History",3,0.13,8,3,7,"7, 5, 4","3, 3, 3",3,Not Provided,"INFECTION (MENINGITISENCEPHALITIS), SUBARACHNOID HAEMORRHAGE, STROKE",1,INFECTION (MENINGITISENCEPHALITIS),1,7,INFECTION (MENINGITISENCEPHALITIS),1
3dkbrg,2,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,12,0,11,0,11,13,0.846153846,"Take Pulse, Measure Blood Pressure, Assess Respiratory Rate, Assess Eyes, Auscultate Lungs, Auscultate the Heart, Abdomen Examination, Neurologic Exam Record, Assess Extremities, NeckThroat Examination, Measure Temperature",3,0.18,8,3,7,"7, 3, 2","3, 3, 3",3,Not Provided,"INFECTION (MENINGITISENCEPHALITIS), SUBARACHNOID HAEMORRHAGE, STROKE",1,INFECTION (MENINGITISENCEPHALITIS),1,7,INFECTION (MENINGITISENCEPHALITIS),1
3dkbrg,2,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,9,0,9,0,9,10,0.9,"Chest XRay, Venous Blood Gas, FBC, Clotting Test, CRP and ESR, Urine Dipstick, ECG, UREA and Electrolytes, Other Biochemistry Tests",3,0,8,3,7,"7, 3, 2","3, 3, 3",3,Not Provided,"INFECTION (MENINGITISENCEPHALITIS), SUBARACHNOID HAEMORRHAGE, STROKE",1,INFECTION (MENINGITISENCEPHALITIS),1,7,INFECTION (MENINGITISENCEPHALITIS),1
3dkbrg,3,1,Patient History,TEMPORAL ARTERITIS,8,0,6,0,6,6,1,"Present Illness History, Past Medical History, Medication, Allergies, Family History, Social History",3,0,10,1,3,"2, 3, 2","1, 1, 1",1,Not Provided,"GOUTPSEUDOGOUT, RHEUMATOID ARTHRITIS, SLE",1,RHEUMATOID ARTHRITIS,2,3,RHEUMATOID ARTHRITIS,1
3dkbrg,3,2,Physical Exmination,TEMPORAL ARTERITIS,10,0,10,0,10,13,0.769230769,"Take Pulse, Assess Respiratory Rate, Measure Temperature, Measure Blood Pressure, Auscultate Lungs, Auscultate the Heart, NeckThroat Examination, Assess Extremities, Abdomen Examination, Assess Eyes",3,0,10,1,1,"1, 1, 1","1, 1, 1",1,Not Provided,"GOUTPSEUDOGOUT, RHEUMATOID ARTHRITIS, SLE",1,RHEUMATOID ARTHRITIS,2,1,"GOUTPSEUDOGOUT, RHEUMATOID ARTHRITIS, SLE",1
3dkbrg,3,3,Testing,TEMPORAL ARTERITIS,5,0,5,0,5,10,0.5,"FBC, Chest XRay, UREA and Electrolytes, Other Biochemistry Tests, CRP and ESR",3,0,10,1,1,"1, 1, 1","1, 1, 1",1,Not Provided,"GOUTPSEUDOGOUT, RHEUMATOID ARTHRITIS, SLE",1,RHEUMATOID ARTHRITIS,2,1,"GOUTPSEUDOGOUT, RHEUMATOID ARTHRITIS, SLE",1
3dkbrg,4,1,Patient History,AORTIC DISSECTION,5,0,5,0,5,6,0.833333333,"Present Illness History, Past Medical History, Allergies, Medication, Social History",3,0,7,1,6,"5, 5, 6","1, 1, 1",1,Not Provided,"CHEST INFECTION, ANGINAACS, HEART FAILURE",0,0,0,6,HEART FAILURE,0
3dkbrg,4,2,Physical Exmination,AORTIC DISSECTION,10,0,10,0,10,13,0.769230769,"Measure Blood Pressure, Take Pulse, Measure Temperature, Auscultate Lungs, Assess Respiratory Rate, Auscultate the Heart, Abdomen Examination, Assess Eyes, NeckThroat Examination, Assess Extremities",4,0,7,1,6,"3, 6, 2, 2","1, 1, 1, 1",1,Not Provided,"CHEST INFECTION, HEART FAILURE, COARCTATION OF THE AORTA, ANGINAACS",1,COARCTATION OF THE AORTA,3,6,HEART FAILURE,0
3dkbrg,4,3,Testing,AORTIC DISSECTION,5,0,5,0,5,10,0.5,"Chest XRay, FBC, CRP and ESR, UREA and Electrolytes, Other Biochemistry Tests",4,0.28,7,1,7,"3, 7, 2, 2","1, 1, 1, 1",1,Not Provided,"CHEST INFECTION, HEART FAILURE, COARCTATION OF THE AORTA, ANGINAACS",1,COARCTATION OF THE AORTA,3,7,HEART FAILURE,0
3dkbrg,5,1,Patient History,ULCERATIVE COLITIS,6,0,6,0,6,6,1,"Present Illness History, Past Medical History, Family History, Social History, Allergies, Medication",3,0,7,2,5,"5, 3, 3","2, 1, 1",2,Not Provided,"DIVERTICULITIS, INFECTIOUS DIARRHOEA, COLON CANCER",1,DIVERTICULITIS,1,5,DIVERTICULITIS,1
3dkbrg,5,2,Physical Exmination,ULCERATIVE COLITIS,8,0,8,0,8,13,0.615384615,"Measure Temperature, Measure Blood Pressure, Take Pulse, Assess Respiratory Rate, Abdomen Examination, Auscultate the Heart, Assess Extremities, Auscultate Lungs",3,0.14,7,2,6,"6, 3, 3","2, 1, 1",2,Not Provided,"DIVERTICULITIS, INFECTIOUS DIARRHOEA, COLON CANCER",1,DIVERTICULITIS,1,6,DIVERTICULITIS,1
3dkbrg,5,3,Testing,ULCERATIVE COLITIS,8,0,8,0,8,10,0.8,"Chest XRay, FBC, UREA and Electrolytes, Clotting Test, CRP and ESR, Venous Blood Gas, Other Biochemistry Tests, Abdominal CT Scan",3,0.3,7,2,6,"6, 5, 1","2, 1, 1",2,Not Provided,"DIVERTICULITIS, INFECTIOUS DIARRHOEA, COLON CANCER",1,DIVERTICULITIS,1,6,DIVERTICULITIS,1
3dkbrg,6,1,Patient History,GUILLAINBARRE SYNDROME,6,0,5,0,5,6,0.833333333,"Past Medical History, Present Illness History, Allergies, Medication, Social History",3,0,9,3,4,"2, 4, 2","3, 1, 2",1,Not Provided,"CVA, SPINAL PATHOLOGY, GBS",1,GBS,3,4,SPINAL PATHOLOGY,0
3dkbrg,6,2,Physical Exmination,GUILLAINBARRE SYNDROME,8,0,8,0,8,13,0.615384615,"Auscultate the Heart, Assess Extremities, Measure Temperature, Abdomen Examination, Assess Respiratory Rate, Take Pulse, Measure Blood Pressure, Neurologic Exam Record",3,0.11,9,3,4,"1, 4, 4","3, 1, 2",1,Not Provided,"CVA, SPINAL PATHOLOGY, GBS",1,GBS,3,4,"SPINAL PATHOLOGY, GBS",1
3dkbrg,6,3,Testing,GUILLAINBARRE SYNDROME,2,0,2,0,2,10,0.2,"FBC, Abdominal CT Scan",3,0,9,3,4,"1, 4, 4","3, 1, 2",1,Not Provided,"CVA, SPINAL PATHOLOGY, GBS",1,GBS,3,4,"SPINAL PATHOLOGY, GBS",1
4jz5vg,1,1,Patient History,AORTIC DISSECTION,1,0,1,0,1,6,0.166666667,Present Illness History,2,0.67,4,2,6,"5, 6","2, 1",1,"BNP
CXR
Echo
HR CT
B symptom screening
Sputum culture
ECG","LUNG CANCER, ACUTE HEART FAILURE",0,0,0,6,ACUTE HEART FAILURE,0
4jz5vg,1,2,Physical Exmination,AORTIC DISSECTION,9,0,9,5,4,13,0.307692308,"Medication, Family History, Allergies, Past Medical History, Present Illness History, Auscultate Lungs, Auscultate the Heart, Measure Blood Pressure, Neurologic Exam Record",3,0.58,4,2,6,"5, 6, 6","2, 1, 1",1,"BNP
Echo
CXR
HRCT
Troponin, ESR, CRP, FBC, UEs, LFTs, TFTs
B symptom history","LUNG CANCER, ACUTE HEART FAILURE, SILENT MI",0,0,0,6,"ACUTE HEART FAILURE, SILENT MI",0
4jz5vg,1,3,Testing,AORTIC DISSECTION,9,0,9,0,9,10,0.9,"Chest XRay, UREA and Electrolytes, Venous Blood Gas, CRP and ESR, FBC, ECG, Other Biochemistry Tests, Clotting Test, Abdominal CT Scan",3,0.71,4,3,9,"5, 9, 6","1, 3, 1",3,"IV furosemide
Analgesia
Anti emetics
Nitrates","LUNG CANCER, ACUTE HEART FAILURE, SILENT MI",0,0,0,9,ACUTE HEART FAILURE,0
4jz5vg,2,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,2,0,2,0,2,6,0.333333333,"Present Illness History, Past Medical History",4,0.47,7,2,7,"6, 7, 6, 6","1, 2, 2, 2",2,Not Provided,"MENINGITIS, ENCEPHALITIS, ISCHAEMIC STROKE, SUBARACHNOID HAEMORRHAGE",1,MENINGITIS,1,7,ENCEPHALITIS,0
4jz5vg,2,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,8,0,5,0,5,13,0.384615385,"Neurologic Exam Record, Assess Respiratory Rate, Assess Eyes, Auscultate the Heart, Assess Head",5,0.57,7,2,7,"6, 7, 6, 6, 3","1, 2, 2, 2, 0",2,Not Provided,"MENINGITIS, ENCEPHALITIS, ISCHAEMIC STROKE, SUBARACHNOID HAEMORRHAGE, TENSION TYPE HEADACHE",1,MENINGITIS,1,7,ENCEPHALITIS,0
4jz5vg,2,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,8,0,6,0,6,10,0.6,"Chest XRay, Venous Blood Gas, Urine Dipstick, Other Biochemistry Tests, Abdominal CT Scan, UREA and Electrolytes",5,0.57,7,2,7,"6, 7, 6, 6, 3","1, 2, 2, 2, 0",2,"CT head
LP 
Raise head of bed","MENINGITIS, ENCEPHALITIS, ISCHAEMIC STROKE, SUBARACHNOID HAEMORRHAGE, TENSION TYPE HEADACHE",1,MENINGITIS,1,7,ENCEPHALITIS,0
4jz5vg,3,1,Patient History,MILIARY TB,0,0,0,0,0,6,0,,1,0.36,8,1,5,5,1,1,Not Provided,MYASTHENIA GRAVIS,0,0,0,5,MYASTHENIA GRAVIS,0
4jz5vg,3,2,Physical Exmination,MILIARY TB,11,0,11,3,8,13,0.615384615,"Present Illness History, Social History, Past Medical History, Abdomen Examination, Assess Head, NeckThroat Examination, Assess Respiratory Rate, Assess Extremities, Assess Eyes, Auscultate the Heart, Neurologic Exam Record",3,0.36,8,2,6,"5, 6, 3","1, 2, 1",2,Not Provided,"MYASTHENIA GRAVIS, SEPSIS, ENCEPHALITIS",0,0,0,6,SEPSIS,0
4jz5vg,3,3,Testing,MILIARY TB,7,0,7,0,7,10,0.7,"Urine Dipstick, Abdominal CT Scan, FBC, UREA and Electrolytes, Chest XRay, CRP and ESR, ECG",4,0.62,8,2,8,"5, 6, 3, 8","1, 2, 1, 2",2,"Broad spec abx
Analgesia
IVF
Anti emetics","MYASTHENIA GRAVIS, SEPSIS, ENCEPHALITIS, PNEUMONIA",0,0,0,8,PNEUMONIA,0
4jz5vg,4,1,Patient History,GUILLAINBARRE SYNDROME,0,0,0,0,0,6,0,,1,0.26,2,1,5,5,1,1,Not Provided,CAUDA EQUINA SYNDROME,1,CAUDA EQUINA SYNDROME,1,5,CAUDA EQUINA SYNDROME,1
4jz5vg,4,2,Physical Exmination,GUILLAINBARRE SYNDROME,3,0,3,1,2,13,0.153846154,"Present Illness History, Assess Extremities, Neurologic Exam Record",2,0.6,2,3,8,"5, 8","1, 3",3,Not Provided,"CAUDA EQUINA SYNDROME, GUILLAN BARRE SYNDROME",1,GUILLAN BARRE SYNDROME,2,8,GUILLAN BARRE SYNDROME,1
4jz5vg,4,3,Testing,GUILLAINBARRE SYNDROME,0,0,0,0,0,10,0,,3,0.67,2,3,8,"5, 8, 2","1, 3, 0",3,"LP
IVIG
IVF
Analgesia
Anti emetics
ICU referral","CAUDA EQUINA SYNDROME, GUILLAN BARRE SYNDROME, MYASTHENIA GRAVIS",1,GUILLAN BARRE SYNDROME,2,8,GUILLAN BARRE SYNDROME,1
4jz5vg,5,1,Patient History,ULCERATIVE COLITIS,0,0,0,0,0,6,0,,3,0.17,6,1,6,"5, 6, 6","1, 0, 0",0,Not Provided,"ULCERATIVE COLITIS, HAEMORRHOIDS, ANAL FISSURE",1,ULCERATIVE COLITIS,1,6,"HAEMORRHOIDS, ANAL FISSURE",0
4jz5vg,5,2,Physical Exmination,ULCERATIVE COLITIS,1,0,1,1,0,13,0,Present Illness History,4,0.39,6,1,6,"5, 6, 6, 6","1, 0, 0, 0",0,Not Provided,"ULCERATIVE COLITIS, HAEMORRHOIDS, ANAL FISSURE, C. JEJUNI",1,ULCERATIVE COLITIS,1,6,"HAEMORRHOIDS, ANAL FISSURE, C. JEJUNI",0
4jz5vg,5,3,Testing,ULCERATIVE COLITIS,0,0,0,0,0,10,0,,4,0.6,6,1,6,"5, 6, 6, 6","1, 0, 0, 1",0,"US abdomen
stool sample","ULCERATIVE COLITIS, HAEMORRHOIDS, ANAL FISSURE, C. JEJUNI",1,ULCERATIVE COLITIS,1,6,"HAEMORRHOIDS, ANAL FISSURE, C. JEJUNI",0
4jz5vg,6,1,Patient History,TEMPORAL ARTERITIS,0,0,0,0,0,6,0,,1,0.06,1,1,5,5,1,1,Not Provided,FLARE OF RHEUMATIC DISEASE,0,0,0,5,FLARE OF RHEUMATIC DISEASE,0
4jz5vg,6,2,Physical Exmination,TEMPORAL ARTERITIS,1,0,1,1,0,13,0,Present Illness History,2,0.24,1,2,6,"5, 6","1, 2",2,Not Provided,"FLARE OF RHEUMATIC DISEASE, POLYMYALGIA RHEUMATICA",1,POLYMYALGIA RHEUMATICA,2,6,POLYMYALGIA RHEUMATICA,1
4jz5vg,6,3,Testing,TEMPORAL ARTERITIS,1,0,1,0,1,10,0.1,CRP and ESR,2,0.88,1,3,9,"5, 9","1, 3",3,Prednisolone,"FLARE OF RHEUMATIC DISEASE, POLYMYALGIA RHEUMATICA",1,POLYMYALGIA RHEUMATICA,2,9,POLYMYALGIA RHEUMATICA,1
4wbg1q,1,1,Patient History,TEMPORAL ARTERITIS,6,0,5,0,5,6,0.833333333,"Present Illness History, Past Medical History, Medication, Family History, Social History",8,0,5,3,4,"4, 4, 3, 1, 1, 3, 2, 1","0, 0, 1, 0, 0, 0, 2, 3",0,Not Provided,"RHEUMATOID ARTHRITIS, SLE, HAEMOPHILIA, REACTIVE ARTHRITIS, PSORIATIC ARTHRITIS, POLYMYALGIA RHEUMATICA, GIANT CELL ARTERITIS, SEPTIC ARTHRITIS",1,GIANT CELL ARTERITIS,7,4,"RHEUMATOID ARTHRITIS, SLE",1
4wbg1q,1,2,Physical Exmination,TEMPORAL ARTERITIS,9,0,9,0,9,13,0.692307692,"Assess Eyes, Take Pulse, Assess Respiratory Rate, Measure Blood Pressure, Measure Temperature, Auscultate Lungs, Assess Extremities, Assess Head, Neurologic Exam Record",7,0.66,5,3,8,"1, 2, 1, 1, 5, 8, 1","0, 0, 0, 0, 0, 2, 3",2,Not Provided,"RHEUMATOID ARTHRITIS, SLE, REACTIVE ARTHRITIS, PSORIATIC ARTHRITIS, POLYMYALGIA RHEUMATICA, GIANT CELL ARTERITIS, SEPTIC ARTHRITIS",1,GIANT CELL ARTERITIS,6,8,GIANT CELL ARTERITIS,1
4wbg1q,1,3,Testing,TEMPORAL ARTERITIS,2,0,2,0,2,10,0.2,"CRP and ESR, FBC",7,0.85,5,3,9,"1, 2, 1, 1, 5, 9, 1","0, 0, 0, 0, 0, 2, 3",2,"Impression: giant cell arteritis due to scalp tenderness, fever, bitemporal muscle wasting and Hx of headache, joint pain and fever.

I would therefore like to start treatment dose steroids and request a biopsy after discussing with my senior (e.g. SHO working on my ward/ specialty). 

I would ask for advice on whether they agree with my impression, if there are any differentials they think are more likely and whether they think I need to discuss with anyone more senior. 

I would document my impression with my reasoning and the fact I had discussed with a senior and start treatment if they are in accordance.","RHEUMATOID ARTHRITIS, SLE, REACTIVE ARTHRITIS, PSORIATIC ARTHRITIS, POLYMYALGIA RHEUMATICA, GIANT CELL ARTERITIS, SEPTIC ARTHRITIS",1,GIANT CELL ARTERITIS,6,9,GIANT CELL ARTERITIS,1
4wbg1q,2,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,5,0,5,0,5,6,0.833333333,"Present Illness History, Social History, Past Medical History, Family History, Medication",5,0.39,8,3,8,"8, 2, 3, 2, 3","3, 3, 3, 2, 3",3,Not Provided,"MENINGITIS, SUBARACHNOID HAEMORRHAGE, STROKE, BRAIN TUMOUR, INTRACRANIAL HAEMORRHAGE",1,MENINGITIS,1,8,MENINGITIS,1
4wbg1q,2,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,8,0,8,0,8,13,0.615384615,"Assess Extremities, Take Pulse, Measure Blood Pressure, Measure Temperature, Assess Head, Assess Eyes, Assess Respiratory Rate, Neurologic Exam Record",5,0.3,8,3,8,"8, 2, 3, 2, 3","3, 3, 3, 2, 3",3,Not Provided,"MENINGITIS, SUBARACHNOID HAEMORRHAGE, STROKE, BRAIN TUMOUR, INTRACRANIAL HAEMORRHAGE",1,MENINGITIS,1,8,MENINGITIS,1
4wbg1q,2,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,6,0,6,0,6,10,0.6,"FBC, CRP and ESR, Clotting Test, UREA and Electrolytes, Other Biochemistry Tests, Venous Blood Gas",6,0.02,8,3,3,"3, 2, 1, 1, 2, 1","3, 3, 3, 2, 3, 1",3,Not Provided,"MENINGITIS, SUBARACHNOID HAEMORRHAGE, STROKE, BRAIN TUMOUR, INTRACRANIAL HAEMORRHAGE, HEPATIC ENCEPHALOPATHY",1,MENINGITIS,1,3,MENINGITIS,1
4wbg1q,3,1,Patient History,GUILLAINBARRE SYNDROME,5,0,4,0,4,6,0.666666667,"Present Illness History, Past Medical History, Medication, Social History",4,0,10,3,4,"1, 4, 1, 1","1, 3, 0, 1",3,Not Provided,"GUILLIAN BARRE SYNDROME, STROKE, MYASTHENIA GRAVIS, EPILEPSY",1,GUILLIAN BARRE SYNDROME,1,4,STROKE,0
4wbg1q,3,2,Physical Exmination,GUILLAINBARRE SYNDROME,6,0,6,0,6,13,0.461538462,"Assess Respiratory Rate, Measure Temperature, Neurologic Exam Record, Measure Blood Pressure, Assess Extremities, Assess Eyes",7,0.02,10,3,3,"3, 2, 1, 1, 1, 2, 1","1, 3, 0, 0, 0, 1, 3",1,Not Provided,"GUILLIAN BARRE SYNDROME, STROKE, MYASTHENIA GRAVIS, EPILEPSY, DIABETIC NEUROPATHY, SPINAL CORD COMPRESSION, CAUDA EQUINA SYNDROME",1,GUILLIAN BARRE SYNDROME,1,3,GUILLIAN BARRE SYNDROME,1
4wbg1q,3,3,Testing,GUILLAINBARRE SYNDROME,6,0,6,1,5,10,0.5,"Neurologic Exam Record, CRP and ESR, FBC, Clotting Test, UREA and Electrolytes, Venous Blood Gas",7,0.01,10,3,3,"3, 2, 1, 1, 1, 2, 1","1, 3, 0, 0, 0, 1, 3",1,Not Provided,"GUILLIAN BARRE SYNDROME, STROKE, MYASTHENIA GRAVIS, EPILEPSY, DIABETIC NEUROPATHY, SPINAL CORD COMPRESSION, CAUDA EQUINA SYNDROME",1,GUILLIAN BARRE SYNDROME,1,3,GUILLIAN BARRE SYNDROME,1
4wbg1q,4,1,Patient History,ULCERATIVE COLITIS,4,0,4,0,4,6,0.666666667,"Present Illness History, Medication, Social History, Past Medical History",6,0.25,NA,3,9,"9, 2, 1, 1, 1, 1","2, 2, 2, 0, 0, 3",2,Not Provided,"DIVERTICULITIS, APPENDICITIS, COLON CANCER, INFECTIVE DIARRHOEA, MESENTERIC ADENITIS, MESENTERIC ISCHAEMIA",1,DIVERTICULITIS,1,9,DIVERTICULITIS,1
4wbg1q,4,2,Physical Exmination,ULCERATIVE COLITIS,4,0,4,0,4,13,0.307692308,"Measure Temperature, Neurologic Exam Record, Measure Blood Pressure, Assess Extremities",6,0.28,NA,3,9,"9, 2, 1, 1, 1, 1","2, 2, 2, 0, 0, 3",2,Not Provided,"DIVERTICULITIS, APPENDICITIS, COLON CANCER, INFECTIVE DIARRHOEA, MESENTERIC ADENITIS, MESENTERIC ISCHAEMIA",1,DIVERTICULITIS,1,9,DIVERTICULITIS,1
4wbg1q,4,3,Testing,ULCERATIVE COLITIS,6,0,6,1,5,10,0.5,"Neurologic Exam Record, CRP and ESR, FBC, Clotting Test, UREA and Electrolytes, Venous Blood Gas",6,0.25,NA,3,9,"9, 2, 1, 1, 1, 1","2, 2, 2, 0, 0, 3",2,Not Provided,"DIVERTICULITIS, APPENDICITIS, COLON CANCER, INFECTIVE DIARRHOEA, MESENTERIC ADENITIS, MESENTERIC ISCHAEMIA",1,DIVERTICULITIS,1,9,DIVERTICULITIS,1
4wbg1q,5,1,Patient History,AORTIC DISSECTION,7,0,6,0,6,6,1,"Present Illness History, Allergies, Past Medical History, Family History, Social History, Medication",6,0.24,NA,2,7,"7, 7, 6, 7, 7, 7","2, 2, 2, 1, 1, 2",2,Not Provided,"PANCREATITID, PNEUMOTHORAX, AORTIC DISSECTION, PNEUMONIA, PLEURAL EFFUSION, PULMONARY EMBOLISM",1,AORTIC DISSECTION,3,7,"PANCREATITID, PNEUMOTHORAX, PNEUMONIA, PLEURAL EFFUSION, PULMONARY EMBOLISM",1
4wbg1q,5,2,Physical Exmination,AORTIC DISSECTION,8,0,8,0,8,13,0.615384615,"Auscultate Lungs, Abdomen Examination, Measure Temperature, Measure Blood Pressure, Take Pulse, Assess Respiratory Rate, Assess Extremities, Auscultate the Heart",6,0.28,NA,3,9,"7, 7, 9, 7, 7, 7","2, 2, 3, 1, 1, 2",3,Not Provided,"PANCREATITID, PNEUMOTHORAX, AORTIC DISSECTION, PNEUMONIA, PLEURAL EFFUSION, PULMONARY EMBOLISM",1,AORTIC DISSECTION,3,9,AORTIC DISSECTION,1
4wbg1q,5,3,Testing,AORTIC DISSECTION,5,0,5,0,5,10,0.5,"ECG, FBC, Abdominal CT Scan, Chest X-Ray, Clotting Test",10,0.55,NA,3,9,"7, 7, 8, 7, 7, 7, 9, 7, 7, 7","2, 2, 3, 1, 1, 2, 2, 2, 2, 2",2,Not Provided,"PANCREATITID, PNEUMOTHORAX, AORTIC DISSECTION, PNEUMONIA, PLEURAL EFFUSION, PULMONARY EMBOLISM, HEART FAILURE, PERICARDITIS, MYOCARDITIS, PERICARDIAL EFFUSION",1,AORTIC DISSECTION,3,9,HEART FAILURE,0
4wbg1q,6,1,Patient History,MILIARY TB,2,0,2,0,2,6,0.333333333,"Present Illness History, Past Medical History",1,0.51,NA,2,9,9,2,2,Not Provided,LEUKEMIA,0,0,0,9,LEUKEMIA,0
4wbg1q,6,2,Physical Exmination,MILIARY TB,10,0,9,0,9,13,0.692307692,"Auscultate the Heart, Take Pulse, Abdomen Examination, Measure Temperature, Assess Extremities, Neck/Throat Examination, Assess Respiratory Rate, Auscultate Lungs, Measure Blood Pressure",1,0.56,NA,2,9,9,2,2,Not Provided,LEUKEMIA,0,0,0,9,LEUKEMIA,0
4wbg1q,6,3,Testing,MILIARY TB,5,0,5,0,5,10,0.5,"FBC, Urine Dipstick, UREA and Electrolytes, Abdominal CT Scan, ECG",2,0.5,NA,2,9,"9, 9","2, 2",2,Not Provided,"LEUKEMIA, METASTATIC LYMPHOMA",1,METASTATIC LYMPHOMA,2,9,"LEUKEMIA, METASTATIC LYMPHOMA",0
4xy6gf,1,1,Patient History,ULCERATIVE COLITIS,6,0,6,0,6,6,1,"Allergies, Past Medical History, Medication, Social History, Family History, Present Illness History",4,0.57,4,3,5,"5, 5, 5, 5","3, 2, 2, 2",3,"Blood in stool as well as raised temperature suggestive of infection, likely due to perforated diverticulum, or some sort of inflammatory process due to infection. Would treat with antibiotics and surgery.","PERFORATED DIVERTICULUM, MALIGNANCY, APPENDICITS, DIVERTICULITIS",0,0,0,5,"PERFORATED DIVERTICULUM, MALIGNANCY, APPENDICITS, DIVERTICULITIS",1
