participantID,trialNum,stage,stageName,trueCondition,differentials,correct,correctDiagnosisText,correctDiagnosisIdx,highestLikelihoodValue,highestLikelihoodDifferential,highestLikelihoodCorrect
bzg1v4,3,1,Patient History,ULCERATIVE COLITIS,"DIVERTICULITIS, GI CANCER, UC, GASTROENTERITIS",1,UC,3,8,DIVERTICULITIS,1
bzg1v4,3,2,Physical Exmination,ULCERATIVE COLITIS,"DIVERTICULITIS, GI CANCER, UC, GASTROENTERITIS",1,UC,3,8,DIVERTICULITIS,1
bzg1v4,3,3,Testing,ULCERATIVE COLITIS,"DIVERTICULITIS, GI CANCER, UC, GASTROENTERITIS",1,UC,3,10,DIVERTICULITIS,1
bzg1v4,4,1,Patient History,MILIARY TB,"INFECTION DUE TO LOW WBC, PROFOUND ANAEMIA",0,0,0,8,INFECTION DUE TO LOW WBC,0
bzg1v4,4,2,Physical Exmination,MILIARY TB,"INFECTION DUE TO LOW WBC, PROFOUND ANAEMIA, HF, PNEUMONIA, METASTASES",0,0,0,8,INFECTION DUE TO LOW WBC,0
bzg1v4,4,3,Testing,MILIARY TB,"INFECTION DUE TO LOW WBC, PROFOUND ANAEMIA, HF, PNEUMONIA, METASTASES, EMPYEMA",0,0,0,8,"INFECTION DUE TO LOW WBC, METASTASES, EMPYEMA",0
bzg1v4,5,1,Patient History,AORTIC DISSECTION,"HF, PERICARDITIS (CONSTRUCTIVE), AS, PNEUMONIA, MALIGNANCY ?LYMPHOMA ?LUNG, COPD, BRONCHIECTASIS, PAST PE",0,0,0,6,"PERICARDITIS (CONSTRUCTIVE), COPD",0
bzg1v4,5,2,Physical Exmination,AORTIC DISSECTION,"HF, PERICARDITIS (CONSTRUCTIVE), AS, PNEUMONIA, MALIGNANCY ?LYMPHOMA ?LUNG, COPD, BRONCHIECTASIS, PAST PE, AAA, AORTIC DISSECTION",1,AORTIC DISSECTION,10,6,"PERICARDITIS (CONSTRUCTIVE), COPD, AAA, AORTIC DISSECTION",1
bzg1v4,5,3,Testing,AORTIC DISSECTION,"HF, PERICARDITIS (CONSTRUCTIVE), AS, PNEUMONIA, MALIGNANCY ?LYMPHOMA ?LUNG, COPD, BRONCHIECTASIS, PAST PE, AAA, AORTIC DISSECTION",1,AORTIC DISSECTION,10,6,"HF, AAA, AORTIC DISSECTION",1
bzg1v4,6,1,Patient History,TEMPORAL ARTERITIS,"PMR, RA, ANKSPOND, OA, FRIBROMYALGIA, TRAUMATIC INJURIES, OVERUSE INJURIES",0,0,0,6,RA,0
bzg1v4,6,2,Physical Exmination,TEMPORAL ARTERITIS,"PMR, RA, ANKSPOND, OA, FRIBROMYALGIA, TRAUMATIC INJURIES, OVERUSE INJURIES",0,0,0,6,PMR,0
bzg1v4,6,3,Testing,TEMPORAL ARTERITIS,"PMR, RA, ANKSPOND, OA, FRIBROMYALGIA, TRAUMATIC INJURIES, OVERUSE INJURIES",0,0,0,6,PMR,0
cpbnx9,1,1,Patient History,MILIARY TB,"LYMPHOMA, METASTATIC BREAST CANCER, INFECTED HAIR FOLLICLE",1,LYMPHOMA,1,8,LYMPHOMA,1
cpbnx9,1,2,Physical Exmination,MILIARY TB,"LYMPHOMA, METASTATIC BREAST CANCER, INFECTED HAIR FOLLICLE, TB, METASTATIC LYMPHOMA",1,LYMPHOMA,1,8,LYMPHOMA,1
cpbnx9,1,3,Testing,MILIARY TB,"LYMPHOMA, METASTATIC BREAST CANCER, INFECTED HAIR FOLLICLE, TB, METASTATIC LYMPHOMA",1,LYMPHOMA,1,8,"LYMPHOMA, METASTATIC LYMPHOMA",1
cpbnx9,2,1,Patient History,TEMPORAL ARTERITIS,"POLYMYALGIA RHEUMATICA, TEMPORAL ARTERITIS, RHEUMATOID ARTHRITIS",1,TEMPORAL ARTERITIS,2,8,"POLYMYALGIA RHEUMATICA, TEMPORAL ARTERITIS",1
cpbnx9,2,2,Physical Exmination,TEMPORAL ARTERITIS,"POLYMYALGIA RHEUMATICA, TEMPORAL ARTERITIS, RHEUMATOID ARTHRITIS",1,TEMPORAL ARTERITIS,2,9,"POLYMYALGIA RHEUMATICA, TEMPORAL ARTERITIS",1
cpbnx9,2,3,Testing,TEMPORAL ARTERITIS,"POLYMYALGIA RHEUMATICA, TEMPORAL ARTERITIS, RHEUMATOID ARTHRITIS",1,TEMPORAL ARTERITIS,2,10,"POLYMYALGIA RHEUMATICA, TEMPORAL ARTERITIS",1
cpbnx9,3,1,Patient History,AORTIC DISSECTION,"ANGINA, ACEI INDUCED DRY COUGH, RHEUMATIC FEVER, MI",0,0,0,7,ANGINA,0
cpbnx9,3,2,Physical Exmination,AORTIC DISSECTION,"ANGINA, ACEI INDUCED DRY COUGH, RHEUMATIC FEVER, MI, AORTIC STENOSIS",0,0,0,7,ANGINA,0
cpbnx9,3,3,Testing,AORTIC DISSECTION,"ANGINA, ACEI INDUCED DRY COUGH, RHEUMATIC FEVER, MI, AORTIC STENOSIS, MICROANGIOPATHIC HAEMOLYTIC ANAEMIA",0,0,0,8,ANGINA,0
cpbnx9,4,1,Patient History,ULCERATIVE COLITIS,"DIVERTICULAR DISEASE, DIVERTICULITIS, CROHNS DISEASE",1,DIVERTICULITIS,2,8,DIVERTICULITIS,1
cpbnx9,4,2,Physical Exmination,ULCERATIVE COLITIS,"DIVERTICULAR DISEASE, DIVERTICULITIS, CROHNS DISEASE, LARGE BOWEL MALIGNANCY",1,DIVERTICULITIS,2,9,DIVERTICULAR DISEASE,1
cpbnx9,4,3,Testing,ULCERATIVE COLITIS,"DIVERTICULAR DISEASE, DIVERTICULITIS, CROHNS DISEASE, LARGE BOWEL MALIGNANCY",1,DIVERTICULITIS,2,10,CROHNS DISEASE,0
cpbnx9,5,1,Patient History,GUILLAINBARRE SYNDROME,"CAUDA EQUINA SYNDROME, GUILLIAN BARRE SYNDROME, POLYMYALGIA RHEUMATICA",1,GUILLIAN BARRE SYNDROME,2,8,GUILLIAN BARRE SYNDROME,1
cpbnx9,5,2,Physical Exmination,GUILLAINBARRE SYNDROME,"CAUDA EQUINA SYNDROME, GUILLIAN BARRE SYNDROME, POLYMYALGIA RHEUMATICA, STROKE",1,GUILLIAN BARRE SYNDROME,2,8,GUILLIAN BARRE SYNDROME,1
cpbnx9,5,3,Testing,GUILLAINBARRE SYNDROME,"CAUDA EQUINA SYNDROME, GUILLIAN BARRE SYNDROME, POLYMYALGIA RHEUMATICA, STROKE",1,GUILLIAN BARRE SYNDROME,2,9,GUILLIAN BARRE SYNDROME,1
cpbnx9,6,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,"STROKE, SUBARACHNOID HAEMORRHAGE, SUBDURAL HAEMORRHAGE",0,0,0,9,SUBARACHNOID HAEMORRHAGE,0
cpbnx9,6,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,"STROKE, SUBARACHNOID HAEMORRHAGE, SUBDURAL HAEMORRHAGE",0,0,0,9,SUBARACHNOID HAEMORRHAGE,0
cpbnx9,6,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,"STROKE, SUBARACHNOID HAEMORRHAGE, SUBDURAL HAEMORRHAGE",0,0,0,9,SUBARACHNOID HAEMORRHAGE,0
d2tfy1,1,1,Patient History,AORTIC DISSECTION,"LUNG CANCER, HEART FAILURE, ANGINA",0,0,0,8,ANGINA,0
d2tfy1,1,2,Physical Exmination,AORTIC DISSECTION,"LUNG CANCER, HEART FAILURE, ANGINA, PNEUMONIA, AORTIC DISSECTION",1,AORTIC DISSECTION,5,8,"ANGINA, PNEUMONIA",0
d2tfy1,1,3,Testing,AORTIC DISSECTION,"LUNG CANCER, HEART FAILURE, ANGINA, PNEUMONIA, AORTIC DISSECTION, PERICARDITIS WITH EFFUSION",1,AORTIC DISSECTION,5,8,"ANGINA, PNEUMONIA, PERICARDITIS WITH EFFUSION",0
d2tfy1,2,1,Patient History,TEMPORAL ARTERITIS,"TEMPORAL ARTERITIS, MENINGITIS, RHEUMATOID ARTHRITIS",1,TEMPORAL ARTERITIS,1,8,TEMPORAL ARTERITIS,1
d2tfy1,2,2,Physical Exmination,TEMPORAL ARTERITIS,"TEMPORAL ARTERITIS, MENINGITIS, RHEUMATOID ARTHRITIS",1,TEMPORAL ARTERITIS,1,8,TEMPORAL ARTERITIS,1
d2tfy1,2,3,Testing,TEMPORAL ARTERITIS,"TEMPORAL ARTERITIS, MENINGITIS, RHEUMATOID ARTHRITIS",1,TEMPORAL ARTERITIS,1,8,TEMPORAL ARTERITIS,1
d2tfy1,3,1,Patient History,GUILLAIN-BARRE SYNDROME,"CAUDA EQUINA SYNDROME, GBS, FUNCTIONAL NEUROLOGICAL DISORDER",1,GBS,2,8,CAUDA EQUINA SYNDROME,1
d2tfy1,3,2,Physical Exmination,GUILLAIN-BARRE SYNDROME,"CAUDA EQUINA SYNDROME, GBS, FUNCTIONAL NEUROLOGICAL DISORDER, SPINAL ABSCESS, MOTOR NEURON DISESSE",1,GBS,2,8,"CAUDA EQUINA SYNDROME, SPINAL ABSCESS",1
d2tfy1,3,3,Testing,GUILLAIN-BARRE SYNDROME,"CAUDA EQUINA SYNDROME, GBS, FUNCTIONAL NEUROLOGICAL DISORDER, SPINAL ABSCESS, MOTOR NEURON DISESSE, HYPONATRAEMIA",1,GBS,2,8,"CAUDA EQUINA SYNDROME, SPINAL ABSCESS, HYPONATRAEMIA",1
d2tfy1,4,1,Patient History,MILIARY TB,"AML, NEUTROPENIC SEPSIS",0,0,0,8,"AML, NEUTROPENIC SEPSIS",0
d2tfy1,4,2,Physical Exmination,MILIARY TB,"AML, NEUTROPENIC SEPSIS, LIVER FAILURE, HYPOALBUMINAEMIA",0,0,0,8,"AML, NEUTROPENIC SEPSIS",0
d2tfy1,4,3,Testing,MILIARY TB,"AML, NEUTROPENIC SEPSIS, LIVER FAILURE, HYPOALBUMINAEMIA, PLEURAL EFFUSION SECONDARY TO PNEUMONIA",0,0,0,9,PLEURAL EFFUSION SECONDARY TO PNEUMONIA,0
d2tfy1,5,1,Patient History,ULCERATIVE COLITIS,"DIVERTICULITIS, COLORECTAL CANCER",0,0,0,9,COLORECTAL CANCER,0
d2tfy1,5,2,Physical Exmination,ULCERATIVE COLITIS,"DIVERTICULITIS, COLORECTAL CANCER",0,0,0,9,COLORECTAL CANCER,0
d2tfy1,5,3,Testing,ULCERATIVE COLITIS,"DIVERTICULITIS, COLORECTAL CANCER, IBD - ULCERATIVE COLITIS",1,IBD - ULCERATIVE COLITIS,3,9,COLORECTAL CANCER,0
d2tfy1,6,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,ALCHOHOL WITHDRAWAL,0,0,0,7,ALCHOHOL WITHDRAWAL,0
d2tfy1,6,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,"ALCHOHOL WITHDRAWAL, MENINGITITS, ENDOCARDITIS",1,MENINGITITS,2,8,MENINGITITS,1
d2tfy1,6,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,"ALCHOHOL WITHDRAWAL, MENINGITITS, ENDOCARDITIS, HAEMOLYTIC ANAEMIA",1,MENINGITITS,2,8,"MENINGITITS, HAEMOLYTIC ANAEMIA",1
dh3nw4,1,1,Patient History,TEMPORAL ARTERITIS,"RA, PMR, FIBROMYALGIA, OA",0,0,0,7,PMR,0
dh3nw4,1,2,Physical Exmination,TEMPORAL ARTERITIS,"RA, PMR, FIBROMYALGIA, OA",0,0,0,10,PMR,0
dh3nw4,1,3,Testing,TEMPORAL ARTERITIS,"RA, PMR, FIBROMYALGIA, OA",0,0,0,10,PMR,0
dh3nw4,2,1,Patient History,ULCERATIVE COLITIS,"DIVERTICULITIS, IBD, MALIGNANCY, BOWEL ISCHEMIA",1,DIVERTICULITIS,1,10,DIVERTICULITIS,1
dh3nw4,2,2,Physical Exmination,ULCERATIVE COLITIS,"DIVERTICULITIS, IBD, MALIGNANCY, BOWEL ISCHEMIA",1,DIVERTICULITIS,1,10,DIVERTICULITIS,1
dh3nw4,2,3,Testing,ULCERATIVE COLITIS,"DIVERTICULITIS, IBD, MALIGNANCY, BOWEL ISCHEMIA",1,DIVERTICULITIS,1,10,DIVERTICULITIS,1
dh3nw4,3,1,Patient History,AORTIC DISSECTION,"HEART FAILURE, COPD",0,0,0,6,COPD,0
dh3nw4,3,2,Physical Exmination,AORTIC DISSECTION,"HEART FAILURE, COPD, ENDOCARDITIS, PE, PNEUMONIA",1,PE,4,6,"COPD, ENDOCARDITIS, PE, PNEUMONIA",0
dh3nw4,3,3,Testing,AORTIC DISSECTION,"HEART FAILURE, COPD, ENDOCARDITIS, PE, PNEUMONIA",1,PE,4,8,HEART FAILURE,0
dh3nw4,4,1,Patient History,MILIARY TB,"LYMPHOMA, MYELOMA, LEUKAEMIA, LUNG CANCER, SARCOIDOSIS",1,LYMPHOMA,1,8,LYMPHOMA,1
dh3nw4,4,2,Physical Exmination,MILIARY TB,"LYMPHOMA, MYELOMA, LEUKAEMIA, LUNG CANCER, SARCOIDOSIS",1,LYMPHOMA,1,8,LYMPHOMA,1
dh3nw4,4,3,Testing,MILIARY TB,"LYMPHOMA, MYELOMA, LEUKAEMIA, LUNG CANCER, SARCOIDOSIS",1,LYMPHOMA,1,8,LYMPHOMA,1
dh3nw4,5,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,"TIA, MENINGITIS, ENCEPHALITIS, SAH, CENTRAL VENOUS THROMBOSIS, MS, STROKE",1,MENINGITIS,2,8,"MENINGITIS, ENCEPHALITIS",1
dh3nw4,5,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,"TIA, MENINGITIS, ENCEPHALITIS, SAH, CENTRAL VENOUS THROMBOSIS, MS, STROKE, ENDOCARDITIS",1,MENINGITIS,2,8,"MENINGITIS, ENCEPHALITIS",1
dh3nw4,5,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,"TIA, MENINGITIS, ENCEPHALITIS, SAH, CENTRAL VENOUS THROMBOSIS, MS, STROKE, ENDOCARDITIS",1,MENINGITIS,2,8,"MENINGITIS, ENCEPHALITIS",1
dh3nw4,6,1,Patient History,GUILLAIN-BARRE SYNDROME,"STROKE, MS, GBS, MND",1,GBS,3,8,STROKE,0
dh3nw4,6,2,Physical Exmination,GUILLAIN-BARRE SYNDROME,"STROKE, MS, GBS, MND, ENCEPHALITIS",1,GBS,3,8,STROKE,0
dh3nw4,6,3,Testing,GUILLAIN-BARRE SYNDROME,"STROKE, MS, GBS, MND, ENCEPHALITIS",1,GBS,3,8,STROKE,0
dtmx74,1,1,Patient History,MILIARY TB,"ACUTE MYELOID LEUKAEMIA, INGUINAL ABSCESS, ENCEPHALITIS, BRAIN ABSCESS",0,0,0,4,BRAIN ABSCESS,0
dtmx74,1,2,Physical Exmination,MILIARY TB,"ACUTE MYELOID LEUKAEMIA, PNEUMONIA, TB",1,TB,3,4,"PNEUMONIA, TB",1
dtmx74,1,3,Testing,MILIARY TB,ACUTE MYELOID LEUKAEMIA,0,0,0,8,ACUTE MYELOID LEUKAEMIA,0
dtmx74,2,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,"STROKE, ENCEPHALITIS, MENINGITIS, SUBARACHNOID HAEMORRHAGE",1,MENINGITIS,3,8,STROKE,0
dtmx74,2,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,"STROKE, ENCEPHALITIS, MENINGITIS, SUBARACHNOID HAEMORRHAGE, AORTIC DISSECTION",1,MENINGITIS,3,8,STROKE,0
dtmx74,2,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,"STROKE, ENCEPHALITIS, MENINGITIS, SUBARACHNOID HAEMORRHAGE",1,MENINGITIS,3,8,STROKE,0
dtmx74,3,1,Patient History,AORTIC DISSECTION,"ANGINA, HEART FAILURE, LUNG CANCER, COPD, AORTIC DISSECTION",1,AORTIC DISSECTION,5,8,ANGINA,0
dtmx74,3,2,Physical Exmination,AORTIC DISSECTION,"ANGINA, HEART FAILURE, LUNG CANCER, COPD, AORTIC DISSECTION, AORTIC STENOSIS, AORTIC REGURGITATION",1,AORTIC DISSECTION,5,8,AORTIC STENOSIS,0
dtmx74,3,3,Testing,AORTIC DISSECTION,"HEART FAILURE, AORTIC STENOSIS, AORTIC REGURGITATION",0,0,0,9,HEART FAILURE,0
dtmx74,4,1,Patient History,TEMPORAL ARTERITIS,"RHEUMATOID ARTHRITIS, PSORIATIC ARTHRITIS, ENTEROPATHIC ARTHRITIS, ANKYLOSING SPONDYLITIS, REACTIVE ARTHRITIS",1,RHEUMATOID ARTHRITIS,1,8,RHEUMATOID ARTHRITIS,1
dtmx74,4,2,Physical Exmination,TEMPORAL ARTERITIS,"RHEUMATOID ARTHRITIS, PSORIATIC ARTHRITIS, ENTEROPATHIC ARTHRITIS, ANKYLOSING SPONDYLITIS, REACTIVE ARTHRITIS, FROZEN SHOULDER",1,RHEUMATOID ARTHRITIS,1,8,RHEUMATOID ARTHRITIS,1
dtmx74,4,3,Testing,TEMPORAL ARTERITIS,"RHEUMATOID ARTHRITIS, PSORIATIC ARTHRITIS, ENTEROPATHIC ARTHRITIS, ANKYLOSING SPONDYLITIS, REACTIVE ARTHRITIS, FROZEN SHOULDER",1,RHEUMATOID ARTHRITIS,1,8,RHEUMATOID ARTHRITIS,1
dtmx74,5,1,Patient History,ULCERATIVE COLITIS,"DIVERTICULITIS, BOWEL CANCER, INFLAMMATORY BOWEL DISEASE, GASTROENTERITIS",1,DIVERTICULITIS,1,8,DIVERTICULITIS,1
dtmx74,5,2,Physical Exmination,ULCERATIVE COLITIS,"DIVERTICULITIS, BOWEL CANCER, INFLAMMATORY BOWEL DISEASE, GASTROENTERITIS",1,DIVERTICULITIS,1,8,DIVERTICULITIS,1
dtmx74,5,3,Testing,ULCERATIVE COLITIS,"DIVERTICULITIS, BOWEL CANCER, INFLAMMATORY BOWEL DISEASE, GASTROENTERITIS",1,DIVERTICULITIS,1,8,DIVERTICULITIS,1
dtmx74,6,1,Patient History,GUILLAINBARRE SYNDROME,"SPINAL CORD INFARCTION, MULTIPLE SCLEROSIS, MOTOR NEURONE DISEASE, MYASTHENIA GRAVIS, POLIOMYELITIS",0,0,0,4,"MULTIPLE SCLEROSIS, MOTOR NEURONE DISEASE",0
dtmx74,6,2,Physical Exmination,GUILLAINBARRE SYNDROME,"SPINAL CORD INFARCTION, MOTOR NEURONE DISEASE, POLIOMYELITIS, CAUDA EQUINA",1,CAUDA EQUINA,4,8,CAUDA EQUINA,1
dtmx74,6,3,Testing,GUILLAINBARRE SYNDROME,"SPINAL CORD INFARCTION, CAUDA EQUINA",1,CAUDA EQUINA,2,8,CAUDA EQUINA,1
fj8vb7,1,1,Patient History,GUILLAIN-BARRE SYNDROME,"GUILLIAN BARRE, INFECTION",1,GUILLIAN BARRE,1,6,GUILLIAN BARRE,1
fj8vb7,1,2,Physical Exmination,GUILLAIN-BARRE SYNDROME,"GUILLIAN BARRE, INFECTION",1,GUILLIAN BARRE,1,6,"GUILLIAN BARRE, INFECTION",1
fj8vb7,1,3,Testing,GUILLAIN-BARRE SYNDROME,"GUILLIAN BARRE, INFECTION",1,GUILLIAN BARRE,1,6,"GUILLIAN BARRE, INFECTION",1
fj8vb7,2,1,Patient History,AORTIC DISSECTION,"CHRONIC INFECTION, INFECTIVE ENDOCARDITIS, AORTIC LEAK (NON-INSTANTANEOUS DISSECTION)",0,0,0,6,CHRONIC INFECTION,0
fj8vb7,2,2,Physical Exmination,AORTIC DISSECTION,"CHRONIC INFECTION, INFECTIVE ENDOCARDITIS, AORTIC LEAK (NON-INSTANTANEOUS DISSECTION), HEART FAILURE SECONDARY TO MISSED INFERIOR MI",1,AORTIC LEAK (NON-INSTANTANEOUS DISSECTION),3,7,INFECTIVE ENDOCARDITIS,0
fj8vb7,2,3,Testing,AORTIC DISSECTION,"CHRONIC INFECTION, INFECTIVE ENDOCARDITIS, AORTIC LEAK (NON-INSTANTANEOUS DISSECTION), HEART FAILURE SECONDARY TO MISSED INFERIOR MI",1,AORTIC LEAK (NON-INSTANTANEOUS DISSECTION),3,7,"INFECTIVE ENDOCARDITIS, HEART FAILURE SECONDARY TO MISSED INFERIOR MI",0
fj8vb7,3,1,Patient History,TEMPORAL ARTERITIS,"LYME DISEASE, POLYMYALGIA RHEUMATICA/GIANT CELL ARTERITIS",1,POLYMYALGIA RHEUMATICA/GIANT CELL ARTERITIS,1,5,LYME DISEASE,0
fj8vb7,3,2,Physical Exmination,TEMPORAL ARTERITIS,"LYME DISEASE, POLYMYALGIA RHEUMATICA/GIANT CELL ARTERITIS",1,POLYMYALGIA RHEUMATICA/GIANT CELL ARTERITIS,2,6,POLYMYALGIA RHEUMATICA/GIANT CELL ARTERITIS,1
fj8vb7,3,3,Testing,TEMPORAL ARTERITIS,"LYME DISEASE, POLYMYALGIA RHEUMATICA/GIANT CELL ARTERITIS",1,POLYMYALGIA RHEUMATICA/GIANT CELL ARTERITIS,2,6,"POLYMYALGIA RHEUMATICA/GIANT CELL ARTERITIS, NA",1
fj8vb7,4,1,Patient History,MILIARY TB,"LYMPHOMA, MYELOMA, SEPSIS",1,LYMPHOMA,1,5,MYELOMA,0
fj8vb7,4,2,Physical Exmination,MILIARY TB,"LYMPHOMA, MYELOMA, SEPSIS, HEPATORENAL FAILURE",1,LYMPHOMA,1,8,SEPSIS,0
fj8vb7,4,3,Testing,MILIARY TB,"LYMPHOMA, MYELOMA, SEPSIS, HEPATORENAL FAILURE",1,LYMPHOMA,1,6,HEPATORENAL FAILURE,0
fj8vb7,5,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,"MENINGO-ENCEPHALITIS, STROKE, HEMIPLEGIC MIGRAINE",0,0,0,8,MENINGO-ENCEPHALITIS,1
fj8vb7,5,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,"MENINGO-ENCEPHALITIS, STROKE, HEMIPLEGIC MIGRAINE",0,0,0,7,MENINGO-ENCEPHALITIS,1
fj8vb7,5,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,"MENINGO-ENCEPHALITIS, STROKE, HEMIPLEGIC MIGRAINE",0,0,0,7,MENINGO-ENCEPHALITIS,1
fj8vb7,6,1,Patient History,ULCERATIVE COLITIS,"ISCHAEMIC COLITIS, DIVERTICULITIS, GASTROENTERITIS",1,ISCHAEMIC COLITIS,1,9,DIVERTICULITIS,1
fj8vb7,6,2,Physical Exmination,ULCERATIVE COLITIS,"ISCHAEMIC COLITIS, DIVERTICULITIS, GASTROENTERITIS",1,ISCHAEMIC COLITIS,1,9,DIVERTICULITIS,1
fj8vb7,6,3,Testing,ULCERATIVE COLITIS,"ISCHAEMIC COLITIS, DIVERTICULITIS, GASTROENTERITIS",1,ISCHAEMIC COLITIS,1,9,"ISCHAEMIC COLITIS, DIVERTICULITIS",1
fjdh9k,1,1,Patient History,AORTIC DISSECTION,"PERICARDITIS, COPD, ANGINA, PE, ACS, PNEUMONIA, HEART FAILURE",0,0,0,5,"PERICARDITIS, ANGINA, PNEUMONIA",0
fjdh9k,1,2,Physical Exmination,AORTIC DISSECTION,"PERICARDITIS, COPD, ANGINA, PE, ACS, PNEUMONIA, HEART FAILURE, AORTIC DISSECTION, AORTIC STENOSIS",1,AORTIC DISSECTION,8,6,AORTIC DISSECTION,1
fjdh9k,1,3,Testing,AORTIC DISSECTION,"PERICARDITIS, COPD, ANGINA, PE, ACS, PNEUMONIA, HEART FAILURE, AORTIC DISSECTION, AORTIC STENOSIS, ANAEMIA",1,AORTIC DISSECTION,8,8,HEART FAILURE,0
fjdh9k,2,1,Patient History,ULCERATIVE COLITIS,"DIVERTICULITIS, INFECTIVE GASTROENTERITIS, ULCERATIVE COLITIS, CROHN'S, COLON CANCER",1,ULCERATIVE COLITIS,3,8,DIVERTICULITIS,1
fjdh9k,2,2,Physical Exmination,ULCERATIVE COLITIS,"DIVERTICULITIS, INFECTIVE GASTROENTERITIS, ULCERATIVE COLITIS, CROHN'S, COLON CANCER",1,ULCERATIVE COLITIS,3,9,DIVERTICULITIS,1
fjdh9k,2,3,Testing,ULCERATIVE COLITIS,"DIVERTICULITIS, INFECTIVE GASTROENTERITIS, ULCERATIVE COLITIS, CROHN'S, COLON CANCER",1,ULCERATIVE COLITIS,3,9,DIVERTICULITIS,1
fjdh9k,3,1,Patient History,MILIARY TB,"MDS, AML, INFECTION, LYMPHOMA, BOWEL CANCER",1,LYMPHOMA,4,8,INFECTION,0
fjdh9k,3,2,Physical Exmination,MILIARY TB,"MDS, AML, LYMPHOMA, BOWEL CANCER, PNEUMONIA, HEART FAILURE, LIVER FAILURE",1,LYMPHOMA,3,9,PNEUMONIA,0
fjdh9k,3,3,Testing,MILIARY TB,"MDS, AML, LYMPHOMA, BOWEL CANCER, PNEUMONIA, HEART FAILURE, LIVER FAILURE",1,LYMPHOMA,3,10,MDS,0
fjdh9k,4,1,Patient History,TEMPORAL ARTERITIS,"RHEUMATOID ARTHRITIS, FIBROMYALGIA, OSTEOARTHRITIS",1,RHEUMATOID ARTHRITIS,1,8,RHEUMATOID ARTHRITIS,1
fjdh9k,4,2,Physical Exmination,TEMPORAL ARTERITIS,"RHEUMATOID ARTHRITIS, FIBROMYALGIA, OSTEOARTHRITIS, REACTIVE ARTHRITIS",1,RHEUMATOID ARTHRITIS,1,9,RHEUMATOID ARTHRITIS,1
fjdh9k,4,3,Testing,TEMPORAL ARTERITIS,"RHEUMATOID ARTHRITIS, FIBROMYALGIA, OSTEOARTHRITIS, REACTIVE ARTHRITIS",1,RHEUMATOID ARTHRITIS,1,9,RHEUMATOID ARTHRITIS,1
fjdh9k,5,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,"STROKE, INTOXICATION, INTRACRANIAL BLEED, MIGRAINE",0,0,0,7,STROKE,0
fjdh9k,5,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,"STROKE, INTOXICATION, INTRACRANIAL BLEED, MIGRAINE, MENINGOENCEPHALITIS",0,0,0,6,"STROKE, MIGRAINE, MENINGOENCEPHALITIS",1
fjdh9k,5,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,"STROKE, INTOXICATION, INTRACRANIAL BLEED, MIGRAINE, MENINGOENCEPHALITIS",0,0,0,6,"STROKE, INTOXICATION, MIGRAINE",0
fjdh9k,6,1,Patient History,GUILLAIN-BARRE SYNDROME,"STROKE, INFECTION, CHRONIC FATIGUE SYNDROME, DEPRESSION",0,0,0,5,INFECTION,0
fjdh9k,6,2,Physical Exmination,GUILLAIN-BARRE SYNDROME,"STROKE, INFECTION, CHRONIC FATIGUE SYNDROME, DEPRESSION, DISC HERNIATION, MND, PERIPHERAL NEUROPATHY",0,0,0,5,"INFECTION, DISC HERNIATION",0
fjdh9k,6,3,Testing,GUILLAIN-BARRE SYNDROME,"STROKE, INFECTION, CHRONIC FATIGUE SYNDROME, DEPRESSION, DISC HERNIATION, MND, PERIPHERAL NEUROPATHY, SPINAL STROKE, GBS",1,GBS,9,7,DISC HERNIATION,0
fjlp27,1,1,Patient History,TEMPORAL ARTERITIS,"RHUMATOID ARTHRITIS, OSTEOARTHRITIS, REACTIVE ARTHRITIS, TRAUMA, OSTEOMYLITIS, SEPTIC ARTHRITIS, IBD, INTERNAL BLEEDING",1,RHUMATOID ARTHRITIS,1,6,"OSTEOMYLITIS, INTERNAL BLEEDING",0
